;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;log parameters;emptied
491549b2f0cee302298eaf61bdce8ae0;GLO;SSP5-Base-2050;491549b2f0cee302298eaf61bdce8ae0;market for beryllium;beryllium;kilogram;293.1947776187032;19.43127182865704;92.69132951117682;5.105819896112744e-06;3.808794209877228e-06;0.001751616836123625;101.40003366808324;;;
e56e73e2509e29d118cff4d782cc563a;GLO;SSP5-Base-2050;e56e73e2509e29d118cff4d782cc563a;market for powertrain, for electric passenger car;powertrain, for electric passenger car;kilogram;5.895150625788821;0.08896618895605232;0.19492421325660453;2.1503158688246907e-06;1.0540371149920304e-07;9.378705079741398e-05;10.86298764389886;;;
c9c7e7bd7b41e32a1b32265ed2dda37d;GLO;SSP5-Base-2050;c9c7e7bd7b41e32a1b32265ed2dda37d;market for sheet rolling, copper;sheet rolling, copper;kilogram;0.5992505226884248;0.0018605958232240862;0.06586278998213213;6.2731123408686155e-09;9.500115204192483e-09;9.053166761637242e-06;0.04546712757520507;;;
9ff8d96e7a110669df02491af311d934;GLO;SSP5-Base-2050;9ff8d96e7a110669df02491af311d934;market for clover seed, Swiss integrated production, for sowing;clover seed, Swiss integrated production, for sowing;kilogram;1.932704734549812;0.002176560348228037;0.003622857769236833;4.466398703006051e-09;1.246422455345785e-07;3.999224170221096e-06;0.14654068690350971;;;
4e0a12c2d96c333c5f4e8094db3f8c17;GLO;SSP5-Base-2050;4e0a12c2d96c333c5f4e8094db3f8c17;market for printed wiring board, mounted mainboard, laptop computer, Pb containing;printed wiring board, mounted mainboard, laptop computer, Pb containing;kilogram;66.28212144626767;2.2845759778696793;3.224564898906735;3.4084205024813666e-06;1.5808679213220783e-06;0.0012407308728361276;18.101014925087114;;;
932667e365c8eea7098761e6090bebfe;RoW;SSP5-Base-2050;932667e365c8eea7098761e6090bebfe;market for sawnwood, softwood, raw, dried (u=20%);sawnwood, softwood, raw, dried (u=20%);cubic meter;34.34907045434335;0.07907021269796471;0.2571109229442851;3.5444193320405486e-07;7.106621432617788e-06;0.00017982359440443834;3.348916439919141;;;
a947a6fbd36a6d46728f905616a73842;GLO;SSP5-Base-2050;a947a6fbd36a6d46728f905616a73842;market for zirconium tetrachloride;zirconium tetrachloride;kilogram;7.457214501812747;0.032451885436852956;0.007681551936332632;0.00013441176915105345;4.2175982635108064e-08;3.3742645780958734e-05;0.8282838061738463;;;
306679b4bd7a801c5d60a2ff37fb3734;RoW;SSP5-Base-2050;306679b4bd7a801c5d60a2ff37fb3734;market for gravel, round;gravel, round;kilogram;0.029202910883139054;2.01771403695306e-05;4.4525355783616244e-05;5.244901114039662e-11;6.88780204624721e-11;3.012511968593718e-08;0.0012749133263837216;;;
7f8f93c360476060c84904320cdcb76d;GLO;SSP5-Base-2050;7f8f93c360476060c84904320cdcb76d;market for battery, NiMH, rechargeable, prismatic;battery, NiMH, rechargeable, prismatic;kilogram;47.50246260282173;1.0671006432488392;4.405880310662673;5.8851779862950886e-05;3.006263391185953e-07;0.0002071583481270718;382.6441002972014;;;
c8bf8fc71fd37665bdc35c069238d3bd;GLO;SSP5-Base-2050;c8bf8fc71fd37665bdc35c069238d3bd;market for o-cresol;o-cresol;kilogram;1.3421493913828582;0.0012669999236304523;0.01062236161016874;1.1394491926790592e-08;1.4763498745022282e-08;6.877507879795168e-06;0.788245874719484;;;
eb5cd88e4206bdeebf5c74933fdea9fd;GLO;SSP5-Base-2050;eb5cd88e4206bdeebf5c74933fdea9fd;market for wood preservative, water-based, indoor use, occasionally wet;wood preservative, water-based, indoor use, occasionally wet;kilogram;1.2372792414744214;0.0021423989417502865;0.012664896061193646;6.553179085784863e-09;2.487055827116395e-08;5.110531344789948e-06;0.2077315665652516;;;
42e132b348e22d2010ebf121be695ba1;GLO;SSP5-Base-2050;42e132b348e22d2010ebf121be695ba1;market for intermodal shipping container, 40-foot, high-cube;intermodal shipping container, 40-foot, high-cube;unit;14569.949371595369;217.2512107167251;369.38007120329604;8.764274964785921e-05;7.704905411953748e-05;0.08056117229866445;1566.41196391869;;;
def0fbcd88fb13581289f630c88f4eab;GLO;SSP5-Base-2050;def0fbcd88fb13581289f630c88f4eab;market for methylcyclohexane;methylcyclohexane;kilogram;0.690696877269678;0.0011596133849840558;0.008385330738430058;5.710370328996213e-09;1.5378309190432736e-08;6.704299162385706e-06;0.7805970401932616;;;
c52fd3aad9cb8921c70e21a0206414f6;GLO;SSP5-Base-2050;c52fd3aad9cb8921c70e21a0206414f6;market for carbon fibre reinforced plastic, injection moulded;carbon fibre reinforced plastic, injection moulded;kilogram;13.243437522576817;0.018035484966363577;2.228642015756555;4.5674069954531996e-07;3.025587099290612e-07;0.0001447984822408788;4.193141814496034;;;
8a9e591ca2da382e21db2bd20d3761ab;GLO;SSP5-Base-2050;8a9e591ca2da382e21db2bd20d3761ab;market for titania slag, 94% titanium dioxide;titania slag, 94% titanium dioxide;kilogram;0.33770665289295076;0.020675846563811703;0.0014349936056976902;1.8144963672089965e-08;8.330192906692432e-09;3.622032009888092e-06;0.3073473266045759;;;
85ff58c6c570baf0897d4b7fe78387bb;GLO;SSP5-Base-2050;85ff58c6c570baf0897d4b7fe78387bb;market for rare earth tailings, from bastnaesite and monazite ore;rare earth tailings, from bastnaesite and monazite ore;kilogram;0.0;0.0;0.0;0.0;0.0;0.0;0.0;[{'description': 'distance', 'id': '9ce37bfe-cefc-4b71-af7b-feb870b5f8b9', 'unit': 'kilometer', 'comment': 'Average distance of transportation of gravel to concrete block factories in Brazil, based on a sample of 33 factories. This distance was considered representative of gravel transportation for construction activities in Brazil.', 'amount': 23.8, 'uncertainty type': 0, 'loc': 23.8, 'name': 'distance'}, {'description': 'fraction_01', 'id': '785415a1-4edd-4d52-8c0f-5f3ee2389204', 'unit': 'dimensionless', 'comment': 'Fraction of transport lorry of size > 32t', 'amount': 0.2816, 'uncertainty type': 0, 'loc': 0.2816, 'name': 'fraction_01'}, {'description': 'fraction_02', 'id': 'e6c5b1c8-fbcc-4aa1-a390-c6471de8009b', 'unit': 'dimensionless', 'comment': 'Fraction of transport lorry of size 16-32t', 'amount': 0.5867, 'uncertainty type': 0, 'loc': 0.5867, 'name': 'fraction_02'}, {'description': 'fraction_03', 'id': 'f5528906-3a7d-4fae-b24a-82962829b2c6', 'unit': 'dimensionless', 'comment': 'Fraction of transport lorry of size 7.5-16t\n', 'amount': 0.1264, 'uncertainty type': 0, 'loc': 0.1264, 'name': 'fraction_03'}, {'description': 'fraction_04', 'id': 'f0c2e830-1bb4-4c92-81ba-18e1244497a2', 'unit': 'dimensionless', 'comment': 'Fraction of transport lorry of size 3.5-7.5t', 'amount': 0.0054, 'uncertainty type': 0, 'loc': 0.0054, 'name': 'fraction_04'}];;
f7246260eab45ab3c87506e982b1e3e8;GLO;SSP5-Base-2050;f7246260eab45ab3c87506e982b1e3e8;market for isophthalic acid based unsaturated polyester resin;isophthalic acid based unsaturated polyester resin;kilogram;1.6466107979876436;0.00889992529224529;0.009189505592760553;1.6140104579200836e-08;1.4472476187665222e-08;6.772449577342105e-06;0.6880887063076083;;;
0e9aae51b130ea7c6722ad337019dd3d;RoW;SSP5-Base-2050;0e9aae51b130ea7c6722ad337019dd3d;market for sawlog and veneer log, azobe, measured as solid wood under bark;sawlog and veneer log, azobe, measured as solid wood under bark;cubic meter;5.862687952122106;0.06563408362033891;0.43352241652525053;5.686760482826344e-08;5.378334092368701e-05;0.005819117932072948;7.318335237836856;;;
7477390721cc533fb0f17a732df8932f;GLO;SSP5-Base-2050;7477390721cc533fb0f17a732df8932f;market for manure, solid, cattle;manure, solid, cattle;kilogram;0.012619758100365024;7.519273670047127e-06;1.14156424867489e-05;1.1567924272236281e-11;2.0094031760898946e-11;8.491774685881423e-09;0.0004197599515799678;;;
5cba8c964b01b90b8acd19c7a023c464;GLO;SSP5-Base-2050;5cba8c964b01b90b8acd19c7a023c464;market for stibnite concentrate;stibnite concentrate;kilogram;4.064872768017791;0.008246277271693424;0.0037880714575037897;5.0633158845825493e-08;3.434113408794256e-08;5.0305937543225326e-05;0.2789544755112006;;;
fa7984b75011b60d4976e9a486e70f4b;GLO;SSP5-Base-2050;fa7984b75011b60d4976e9a486e70f4b;market for oat grain, feed;oat grain, feed;kilogram;0.3853048963276093;0.0005355877840598079;0.0010613412457023612;1.8236126657160897e-09;3.238234061907091e-08;1.6890286130236057e-06;0.03762388032825414;;;
b19ef859637e81bacd559b636cba136e;GLO;SSP5-Base-2050;b19ef859637e81bacd559b636cba136e;market for petroleum coke;petroleum coke;kilogram;0.10274881395493318;0.00020699816049475097;0.003266900701347588;5.719266056630613e-10;2.7619230508453265e-09;1.214378501616297e-06;0.39258756958276436;;;
257250402e340a213b2785ad88262aaf;RoW;SSP5-Base-2050;257250402e340a213b2785ad88262aaf;market for triethylene glycol;triethylene glycol;kilogram;0.7324159626430481;0.0006798472426135153;0.006133281821772068;1.2492383816866367e-08;7.917008149307136e-09;3.608488560240454e-06;0.4379334110887609;;;
0e9578f84cf0e867bb6ef1b096afb371;GLO;SSP5-Base-2050;0e9578f84cf0e867bb6ef1b096afb371;market for display, liquid crystal, 17 inches;display, liquid crystal, 17 inches;unit;354.29203707085526;7.021109758330403;8.040844076296157;2.5771531684675664e-06;1.542911357938578e-06;0.0010568746258439192;21.221097789858376;;;
db6197d04ddc76f4bfa7b1a06597f4ff;GLO;SSP5-Base-2050;db6197d04ddc76f4bfa7b1a06597f4ff;market for tetrahydrofuran;tetrahydrofuran;kilogram;1.9131277910431843;0.0031900737314985387;0.005362046440997716;3.882236319807123e-08;2.3109457685050518e-08;1.1202817192740316e-05;0.6140730809704927;;;
adf2ea43cb0ec0692d688a9c23e26505;GLO;SSP5-Base-2050;adf2ea43cb0ec0692d688a9c23e26505;market for liquid storage tank, chemicals, organics;liquid storage tank, chemicals, organics;unit;14667026.576211968;9445.102181747228;2631.8254513974425;0.0036652009386316502;0.007096210613375448;6.501302758879233;184964.29881973576;;;
2fac0c3cf0f30d89664c49148a782bde;GLO;SSP5-Base-2050;2fac0c3cf0f30d89664c49148a782bde;market for grass seed, organic, for sowing;grass seed, organic, for sowing;kilogram;0.49168187597819735;0.0007506485695000929;0.002031435296846114;4.598012134817526e-09;4.881847726759518e-08;9.042443267150486e-06;0.06969408069759718;;;
dcce44b00e01b93501556133635adbe4;GLO;SSP5-Base-2050;dcce44b00e01b93501556133635adbe4;market for bromoxynil;bromoxynil;kilogram;8.404153483318062;0.012211989420315768;0.011141105420568493;5.560494156794718e-08;3.864755044137699e-08;2.2502311288506106e-05;0.773794852567242;;;
c7afdd330b2c647e24d538c8ce4de860;RoW;SSP5-Base-2050;c7afdd330b2c647e24d538c8ce4de860;market for wood wool boards, cement bonded;wood wool boards, cement bonded;cubic meter;96.23636423457509;0.05822490208561864;0.09116423592608228;8.7343932069439e-08;1.3033233323372875e-06;0.0004667841116180768;14.315394411159978;;;
0ec07589c535fa6a72e9ba6025345669;GLO;SSP5-Base-2050;0ec07589c535fa6a72e9ba6025345669;market for butane-1,4-diol;butane-1,4-diol;kilogram;1.1868809168611352;0.0022900293140180727;0.003965129608141779;2.937925505819786e-08;1.728636527760362e-08;8.276537271131706e-06;0.4749112729456732;;;
17ce6f33882f71849efa24d4fa8b9bce;GLO;SSP5-Base-2050;17ce6f33882f71849efa24d4fa8b9bce;market for frozen fish sticks, hake;frozen fish sticks, hake;kilogram;1.6073891366785555;0.005622624644181742;0.010021614941706891;8.805259737187063e-09;3.94439938897775e-08;1.186130840379716e-05;0.2770687382914743;;;
1b4804dc622a6983fcefc016372d5a38;GLO;SSP5-Base-2050;1b4804dc622a6983fcefc016372d5a38;market for aluminium collector foil, for Li-ion battery;aluminium collector foil, for Li-ion battery;kilogram;3.381025736931102;0.007121792368991382;0.7390248413184658;1.5961286724993487e-07;4.827770717753207e-08;3.214732332548341e-05;0.5482983340079861;;;
c2eaf2b67d2ba613c0d206d8a1aa3e8b;GLO;SSP5-Base-2050;c2eaf2b67d2ba613c0d206d8a1aa3e8b;market for phenyl isocyanate;phenyl isocyanate;kilogram;3.2163189280401783;0.013538578260955291;0.010894686968582637;4.8699528408689785e-08;2.6194791235638776e-08;1.3694037145503492e-05;0.8164953720918182;;;
c15ae9d816cf6db461c9a87e7ca7a47f;GLO;SSP5-Base-2050;c15ae9d816cf6db461c9a87e7ca7a47f;market for metolachlor;metolachlor;kilogram;3.472740450670754;0.010474802177299427;0.015565122107685994;4.6579619028330796e-08;8.83214104889759e-08;6.225229878008496e-05;1.2445570552745218;;;
a438b7a80cfc78b901e6ce77fb199432;GLO;SSP5-Base-2050;a438b7a80cfc78b901e6ce77fb199432;market for geothermal power plant, 5.5MWel;geothermal power plant, 5.5MWel;unit;93707525.2679627;216404.561742593;63822.18877805216;1.1148596460248439;0.32912349752222436;212.37342036941396;6189833.70954233;;;
f6d3994eae35ad7622262840614551f5;GLO;SSP5-Base-2050;f6d3994eae35ad7622262840614551f5;market for electric parts, heat and power co-generation unit, 160kW electrical;electric parts, heat and power co-generation unit, 160kW electrical;unit;3880.5716478560043;11.139377024923622;8.779074261049622;5.76700909676501e-05;3.8215838419306135e-05;0.01895127413517137;477.3049289106049;;;
ad0679625ef2b061dae0dfd5830b5c7a;GLO;SSP5-Base-2050;ad0679625ef2b061dae0dfd5830b5c7a;market for wheat grain, feed, organic;wheat grain, feed, organic;kilogram;0.2841432639402733;0.0005340783231192765;0.001026897539171063;1.1430844758895812e-09;2.2510549523417148e-08;3.749632578919404e-06;0.02952775873901556;;;
d6bccd68bced49b7b726e8e79add50b6;World;SSP5-Base-2050;d6bccd68bced49b7b726e8e79add50b6;market for natural gas, high pressure;natural gas, high pressure;cubic meter;0.06226779273899611;0.0002324449705430587;0.0021931867409801776;2.928809970974571e-10;1.6804920237245922e-09;6.767671618193568e-07;0.3345409316930863;;{'fossil CO2 per kg fuel': 2.1579114115431244, 'non-fossil CO2 per kg fuel': 0.002088588456875714, 'lower heating value': 36.0};
cf2af2f1a807e874549efc037bccb781;GLO;SSP5-Base-2050;cf2af2f1a807e874549efc037bccb781;market for sodium fluoride;sodium fluoride;kilogram;2.0968613017531985;0.011722621792470245;0.0045518957536527516;2.6808057981150876e-08;1.1771688010424723e-08;7.613652489498924e-06;2.222235343763664;;;
9fa8305a9e1427207b0399820034bb49;GLO;SSP5-Base-2050;9fa8305a9e1427207b0399820034bb49;market for red kidney bean seed, for sowing;red kidney bean seed, for sowing;kilogram;0.8335013287685459;0.0015193840816228152;0.004395146889924597;3.125511236760339e-09;4.7644384242364233e-08;6.0076432334362265e-06;0.14363491253157207;;;
db52c505c93e66fe6bd295e0def406d4;GLO;SSP5-Base-2050;db52c505c93e66fe6bd295e0def406d4;market for N,N-dimethylformamide;N,N-dimethylformamide;kilogram;1.1863452407276274;0.001653864151938423;0.004541665374258676;2.0018827649964833e-08;1.2469660107406874e-08;5.558875606279871e-06;0.5410055293062178;;;
6beb8d0575009784157b612aae80a346;GLO;SSP5-Base-2050;6beb8d0575009784157b612aae80a346;market for phosphorus trichloride;phosphorus trichloride;kilogram;1.978680448051817;0.007536501121765699;0.0034078461833817433;5.1505455843385815e-08;2.443092934811432e-08;7.278576879524312e-06;0.289725606448724;;;
2178b3c770ae64ad3140a2e5fb1405ba;GLO;SSP5-Base-2050;2178b3c770ae64ad3140a2e5fb1405ba;market for wood preservative, organic, indoor use, occasionally wet;wood preservative, organic, indoor use, occasionally wet;kilogram;0.7794193857197166;0.0017073486180810827;0.016168280923850635;4.664268520991298e-09;5.029782512880046e-09;2.357941311020711e-06;0.5590757955669523;;;
3b91748385324727cd119199cb5e2c75;GLO;SSP5-Base-2050;3b91748385324727cd119199cb5e2c75;market for fraction 8 from naphtha separation;fraction 8 from naphtha separation;kilogram;0.5755104542608496;0.0006940306158548797;0.0059476079684436505;2.2599753462226632e-09;5.977794786550531e-09;2.5861726912096754e-06;0.6366630958894393;;;
e8f08ec48a26ed189fe166cff13d1c7d;GLO;SSP5-Base-2050;e8f08ec48a26ed189fe166cff13d1c7d;market for capacitor, electrolyte type, < 2cm height;capacitor, electrolyte type, < 2cm height;kilogram;13.464465380903146;0.5054971584642549;0.9263531375377508;5.58253588332957e-07;2.5027714243245166e-07;0.00018349122360158843;3.6429185389630137;;;
9ac653e7afabf2c2bb6026f22f7edc8d;GLO;SSP5-Base-2050;9ac653e7afabf2c2bb6026f22f7edc8d;market for propionic acid;propionic acid;kilogram;0.6981526672038216;0.0008024188831476564;0.005274664179729145;1.7995689473288475e-08;8.059829461417556e-09;3.628572782526645e-06;0.4383044934329117;;;
61ca559a64688c9f7b0a90a4d269fc3e;RoW;SSP5-Base-2050;61ca559a64688c9f7b0a90a4d269fc3e;market for meat and bone meal;meat and bone meal;kilogram;0.08211891378399269;5.0566183669749735e-05;8.84695420730582e-05;7.601979248161959e-11;1.6532734426247878e-10;7.341716343101864e-08;0.003219236412986878;;;
00922060c0e14e463fea9bb044902df4;GLO;SSP5-Base-2050;00922060c0e14e463fea9bb044902df4;market for resistor, wirewound, through-hole mounting;resistor, wirewound, through-hole mounting;kilogram;5.816250565919688;0.11422815173494141;0.017948801430254086;2.891719344041455e-07;9.167221598978949e-08;5.5766582121247806e-05;1.152831831222521;;;
8150058aa52dc9152a0f1df740fd96bd;GLO;SSP5-Base-2050;8150058aa52dc9152a0f1df740fd96bd;market for paris market carrot;paris market carrot;kilogram;0.8657318569043693;0.0003039174557128427;0.0005045416809938422;3.8309376269784137e-10;2.5243287321209147e-09;5.512279206225348e-07;0.015904011912785513;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";;
d0c0331d09d7cd72bfbf44cfaa6bd1b8;GLO;SSP5-Base-2050;d0c0331d09d7cd72bfbf44cfaa6bd1b8;market for trifluoromethane;trifluoromethane;kilogram;3.3588294897642132;0.014537333265379499;0.008867776015900462;3.879764636934423e-08;3.238743886775586e-08;2.085127211549672e-05;4.167916431565978;;;
539b6e9fa7f0886f65b8121e5e895539;RoW;SSP5-Base-2050;539b6e9fa7f0886f65b8121e5e895539;market for isophorondiisocyante;isophorondiisocyante;kilogram;3.3239472075174827;0.014738695935645005;0.011386034205988438;6.395212564016951e-08;2.7972863332679986e-08;1.4045151159385548e-05;0.7832759952698075;;;
5576c54c5ad11729a0b23ea67777b747;GLO;SSP5-Base-2050;5576c54c5ad11729a0b23ea67777b747;market for fibre cement facing tile, small format;fibre cement facing tile, small format;kilogram;1.1897712960696363;0.0018895087365879868;0.006168282724721931;4.655482208810851e-09;5.533382941837361e-09;2.116629390828885e-06;0.06498451400347244;;;
8e2bb99b8f164563861ed931b6a60a45;World;SSP5-Base-2050;8e2bb99b8f164563861ed931b6a60a45;market for cement, unspecified;cement, unspecified;kilogram;0.22090369607901056;0.00027196998448334765;0.0003913478242975258;1.1008846832253007e-09;2.931414667178356e-09;1.1834961920541175e-06;0.02513077993579689;;;
f3be03db6ad2528cb4cb89ad5f469528;GLO;SSP5-Base-2050;f3be03db6ad2528cb4cb89ad5f469528;market for wheat seed, for sowing;wheat seed, for sowing;kilogram;0.3942723542841927;0.00044200435135127573;0.0010558945920870477;1.36677869143358e-09;2.986152334804033e-08;2.4028473502618485e-06;0.0393448935700898;;;
80381ec97509cafefd4b2c9b19eb46f8;GLO;SSP5-Base-2050;80381ec97509cafefd4b2c9b19eb46f8;market for printed wiring board, surface mounted, unspecified, Pb free;printed wiring board, surface mounted, unspecified, Pb free;kilogram;57.036037153145564;1.641865561190177;3.7889684675055433;2.7961861236162014e-06;1.4460263448422416e-06;0.0012361857107807037;15.499111960969337;;;
206b51565cf389b0dac54370de6d4d6e;GLO;SSP5-Base-2050;206b51565cf389b0dac54370de6d4d6e;market for uranium, enriched 4.0%, per separative work unit;uranium, enriched 4.0%, per separative work unit;unit;126.26137788849417;0.6598514931228009;0.38212119767052566;0.01206035104224676;1.8794845902086396e-06;0.003271656803007458;41.40475983625944;;;
2790423bf2bd8a7c4de6bce9a39ff19c;GLO;SSP5-Base-2050;2790423bf2bd8a7c4de6bce9a39ff19c;market for aluminium removed by turning, average, conventional;aluminium removed by turning, average, conventional;kilogram;8.99917103285836;0.1773273851669081;0.44473781417071834;1.2459786044594023e-07;4.335544690312747e-08;2.8579962937244575e-05;0.4779204057285824;;;
f85ce551c71a3ca0384a1ce289c74cd5;RoW;SSP5-Base-2050;f85ce551c71a3ca0384a1ce289c74cd5;market for alkyd paint, white, without solvent, in 60% solution state;alkyd paint, white, without solvent, in 60% solution state;kilogram;5.624488328158033;0.06237425701884113;0.015372489880025493;2.1754060719206924e-08;4.4062468243263156e-08;1.3913651568703594e-05;0.5237718502165013;;;
c2da04479af6f089181a94c6e4cda05d;GLO;SSP5-Base-2050;c2da04479af6f089181a94c6e4cda05d;market for linseed;linseed;kilogram;0.4865930995340422;0.0006595771570515076;0.0014447727185237437;2.1677940245385855e-09;6.175041164087585e-08;5.674203590922626e-06;0.059108015967054436;;;
