<<<<<<< HEAD
;location;database;code;name;reference product;unit;Total (kg);Total (m3);Hazardous (kg);Hazardous (m3);acidification: terrestrial;climate change: freshwater ecosystems;climate change: terrestrial ecosystems;ecotoxicity: freshwater;ecotoxicity: marine;ecotoxicity: terrestrial;eutrophication: freshwater;eutrophication: marine;land use;photochemical oxidant formation: terrestrial ecosystems;water use: aquatic ecosystems;water use: terrestrial ecosystems;climate change: human health;human toxicity: carcinogenic;human toxicity: non-carcinogenic;ionising radiation;ozone depletion;particulate matter formation;photochemical oxidant formation: human health;water use: human health;energy resources: non-renewable, fossil;material resources: metals/minerals;ecosystem quality;human health;natural resources;parameters full;emptied
73c4f8da7274d6f25d3e1e504dd3e8bf;GLO;SSP1-PkBudg500-2030;73c4f8da7274d6f25d3e1e504dd3e8bf;market for cabbage red;cabbage red;kilogram;0.9289336338719819;0.00036482428925190414;0.0006982494873521423;1.2389549279342545e-08;2.799830928391076e-10;2.5556115231438022e-14;9.355558548163654e-10;1.4386642224355033e-11;3.064742815357065e-12;7.025441032299609e-11;3.84316044795618e-11;7.621894127404924e-13;1.074441905064612e-09;1.4162792011454877e-10;6.523113930228767e-15;1.4579808422908285e-10;3.101504920093951e-07;6.112971218910012e-08;8.263551994875243e-08;1.9044484250093803e-10;8.174546936230089e-10;2.8068368082101803e-07;9.68071771319239e-10;2.3975683930421366e-08;0.019686973874465934;0.0011712367097820265;2.5585389367894577e-09;7.605505643659381e-07;0.020858210730046046;"[{'description': 'fraction, time to transfer the reefer between different modes of transport', 'id': '68f592ea-ec5e-40c3-8c86-c952c0763fc4', 'unit': 'dimensionless', 'comment': 'Estimated value.', 'amount': 0.2, 'uncertainty type': 0, 'loc': 0.2, 'name': 'fraction_time_reefer_transfer'}, {'description': 'losses', 'id': '67d91564-dd27-4166-9796-689b78ff86ff', 'unit': 'dimensionless', 'comment': 'Calculated value based on literature.\n\nFAO suggest, that 1/3 of food produced for human consumption is lost or waste globally, which amounts in 1.3 billion tons per year (FAO, 2011, Global food losses and food waste).\n\nThe food losses vary heavily depending on the type of food and geographic location. The food losses/waste occurs in five basic stages of the lifecycle of the product;\n\n1) Agricultural production\n2) Post-harvest handling and storage\n3) Processing\n4) Distribution\n5) Consumption\n\nThe losses during the forth stage - the distribution - are recorded in the market.\n\nLiterature suggest (FAO, 2011, Global food losses and food waste), that the losses of fruits and vegetable distribution are approximately 12%. This value is rather rough estimate and it is assumed, that in the future this value will be replaced by more precise, product specific data.', 'amount': 0.12, 'uncertainty type': 0, 'loc': 0.12, 'name': 'losses'}, {'description': 'speed, average, aircraft, freight', 'id': 'e831114b-6445-4cbd-a1d6-9e6c4366fb5c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.', 'amount': 700.0, 'uncertainty type': 0, 'loc': 700.0, 'name': 'speed_aircraft'}, {'description': 'speed, average, barge, freight', 'id': '16a175c6-27fe-4453-aefb-4604ea30a75d', 'unit': 'km/hour', 'comment': 'Expert judgement. The barge is in general slower than transoceanic ship.\n\nAverage velocity including stops.\n\nCross reference;\n10 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 20.0, 'uncertainty type': 0, 'loc': 20.0, 'name': 'speed_barge'}, {'description': 'speed, average, lorry, freight', 'id': '3819b90e-0c78-4ad8-9cf9-58b415446628', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n45 km/hour is the default speed of lorries and trucks used to calculate delivery distances  (www.searates.com, accessed 20141201).', 'amount': 45.0, 'uncertainty type': 0, 'loc': 45.0, 'name': 'speed_lorry'}, {'description': 'speed, average, train, freight', 'id': '00c99a4c-33c7-4d15-b668-edcf67a9485c', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nCross reference;\n40 km/hour (Lopez-Ruiz, H.G., 2007, Sustainable freight transport: A transport time and logistical organization approach, University of Lyon)\n\n33.2 km/hour was the average speed of freight train in China in 2007 (http://www.statista.com/statistics/278404/speed-of-freight-trains-in-china/, accessed 20150206)', 'amount': 40.0, 'uncertainty type': 0, 'loc': 40.0, 'name': 'speed_train'}, {'description': 'speed, average, transoceanic ship, freight', 'id': 'fb887cc6-8e4e-4243-96a4-f177655316ca', 'unit': 'km/hour', 'comment': 'Expert judgement.\n\nAverage velocity including stops.\n\nReference;\n26 km/hour (Rodrigue, J-P., Notteboom, T., Slack, B., 2013, Transport Systems, Chapter 3, Maritime Transport, http://people.hofstra.edu/geotrans/eng/ch3en/conc3en/ch3c4en.html, accessed 20150206)', 'amount': 26.0, 'uncertainty type': 0, 'loc': 26.0, 'name': 'speed_ship'}]";
2438d970ebdcda02e9d9407abc812745;GLO;SSP1-PkBudg500-2030;2438d970ebdcda02e9d9407abc812745;market for heat and power co-generation unit, 200kW electrical, components for heat only;heat and power co-generation unit, 200kW electrical, components for heat only;unit;12777.859299033731;218.36663006244225;28.774939748810624;0.0004746420241395868;1.0090817822062e-05;1.091545134308635e-09;3.9967223008732146e-05;9.87997232051645e-07;2.0517679699644886e-07;1.3621283954201165e-06;3.638135731687401e-06;1.286494268263508e-09;4.561043081081248e-06;4.730651698253132e-06;1.0197865940926015e-10;2.279324465761528e-06;0.013243150646700785;0.05116429469206696;0.003513743415762058;7.39696802575028e-06;1.4234263929003825e-06;0.01473726667271926;3.085705536208373e-05;0.0003748222293518589;781.7749073216731;862.0383819323024;6.554545067606729e-05;0.08307288816232686;1643.8132915333;;
c45c0d36cda5bf84844ce0edd9c105a1;GLO;SSP1-PkBudg500-2030;c45c0d36cda5bf84844ce0edd9c105a1;market for trout;trout;kilogram;1.519825142864385;0.010518725233624238;0.0028025378233116367;2.094378967151557e-08;2.0081791375009475e-09;1.7701575980220053e-13;6.4803706075682185e-09;5.747289058014802e-11;1.0373969789088725e-11;2.022187049231344e-10;7.420589919602484e-09;3.5790388612832025e-11;1.3664400107918148e-08;1.0808681794757877e-09;1.2470276034382668e-13;2.787230723037632e-09;2.148109017001411e-06;3.3753262421091287e-07;2.0453882098079132e-07;3.2548278089801615e-10;2.9963991516055405e-09;1.99267780169914e-06;7.416819599623986e-09;4.583445880654455e-07;0.1275794955789958;0.0056524051404617266;3.095959623018979e-08;5.151620310926896e-06;0.13323190350668823;;
9c430f2ea237446b0876238b4688f950;GLO;SSP1-PkBudg500-2030;9c430f2ea237446b0876238b4688f950;market for cream, from cow milk;cream, from cow milk;kilogram;2.4224681107454407;0.019149045204893574;0.0022950197103780157;3.336726045644981e-08;3.4036130441861695e-09;1.907963369160238e-13;6.984371750950315e-09;9.723472965367606e-11;1.590375302738921e-11;2.5754876451134407e-10;2.3189290571425565e-10;4.299525414667638e-12;1.0197016240038522e-07;4.516893830252981e-10;5.5008324743247285e-14;1.229490769285927e-09;2.3165688821332205e-06;3.972386053189083e-07;3.8837662411958795e-07;5.221301518816117e-10;7.395499752865757e-09;1.989517210473984e-06;3.056782215792648e-09;2.0218291780469053e-07;0.07762447636917666;0.006858693905208784;1.1340825234924016e-07;5.301972086572698e-06;0.08448317150387621;;
2cdaeccc8bbd89429024ab5cfc18719f;GLO;SSP1-PkBudg500-2030;2cdaeccc8bbd89429024ab5cfc18719f;market for prohexadione calcium;prohexadione calcium;kilogram;9.433247626032529;0.043786904999406906;0.023434081010322558;6.98209755035243e-07;8.716675961045877e-09;1.4760640367497777e-12;5.408808761829023e-08;1.0654185772324703e-09;2.087809229540926e-10;1.866834033585177e-09;2.2082702723141528e-09;4.134333053553505e-11;1.2423761549299046e-08;1.2488748852969193e-08;2.019130245181678e-13;4.512956920655269e-09;1.7913462498465757e-05;4.538101699728451e-06;5.503586288697304e-06;1.0737967962214376e-08;5.924830142016442e-09;8.366040832821029e-06;6.067928854046574e-08;7.421306616843404e-07;1.4510603589779403;0.15068945113680574;9.283351508883992e-08;3.7049164968070966e-05;1.6017498146277032;;
854e5671eb549292a80f1e1f268634b4;GLO;SSP1-PkBudg500-2030;854e5671eb549292a80f1e1f268634b4;market for flax husks;flax husks;kilogram;0.1901921521411717;6.993610900068114e-05;0.00011704511203549381;1.0529023425657728e-09;1.2394120817113564e-10;4.1880404545070495e-15;1.5330712430898076e-10;2.051866279496484e-12;4.813438236648695e-13;2.2559800370427875e-11;5.418657124207971e-12;1.9041706047035142e-13;8.929445773676095e-11;3.2901836445993146e-11;6.8740259147460556e-15;1.5364131610006932e-10;5.0825712133161814e-08;1.319476389873117e-08;-4.728861501422356e-09;1.5746475190946422e-11;1.7136015764572153e-10;8.50593178013356e-08;2.2543279974035235e-10;2.5265459782594518e-08;0.0037448988919602795;0.00026433409096511816;4.301573228839055e-10;1.7002878221026536e-07;0.004009233136566715;;
07e5f1b0343c3344e99d193830cd925d;RoW;SSP1-PkBudg500-2030;07e5f1b0343c3344e99d193830cd925d;market for particleboard, cement bonded;particleboard, cement bonded;cubic meter;263.75120163361316;0.16350474790386582;0.24686503340693278;1.3456607210150107e-06;4.244906443553357e-07;7.439317736566436e-11;2.723503324519646e-06;1.067053374957861e-08;2.502453284704846e-09;7.76499439242426e-08;7.921051002977321e-08;2.2843050541740298e-11;1.279023221986985e-06;2.8817809822687816e-07;2.0392404871856936e-12;4.5579053116987156e-08;0.0009025247939049857;8.525408821176361e-05;9.761935148630098e-05;1.0723517839884318e-07;6.102544553355477e-08;0.0006264388977620181;1.9730179055582286e-06;7.495221745600882e-06;53.439405287274134;1.8631553110082764;4.885234523585976e-06;0.001721442677960657;55.30256064386147;;
0fa637cb6b5939d391ff8cc38cc6362e;GLO;SSP1-PkBudg500-2030;0fa637cb6b5939d391ff8cc38cc6362e;market for polystyrene scrap, post-consumer;polystyrene scrap, post-consumer;kilogram;0.2626301721533324;0.00016824948094928288;0.00027151995766931225;1.505154379002127e-09;5.589195449041851e-11;5.7737798155799174e-15;2.1139591309905534e-10;3.5353704360638803e-12;9.758438993812839e-13;5.5678316767044135e-11;5.43444728055362e-12;4.441219022961942e-15;5.6918975306453316e-11;4.3009652536440516e-11;1.6134799378256015e-16;3.6062881377388796e-12;7.005055639395017e-08;2.92463731253864e-08;2.908154221911635e-08;2.2881810122561003e-11;1.721796776576092e-11;7.836092107374328e-08;2.8840185549030753e-10;5.930340237982917e-10;0.008967078879227536;0.0005600292091062372;4.32850695821079e-10;2.0766087864425496e-07;0.009527108091940063;;
66ccd8d909f5a4bd880c84ffa7c5c549;RoW;SSP1-PkBudg500-2030;66ccd8d909f5a4bd880c84ffa7c5c549;market for particleboard, uncoated;particleboard, uncoated;cubic meter;485.49255730823086;0.7148414241497729;0.8400915691286985;7.709692026717201e-06;2.857998406534477e-07;4.8568516226672965e-11;1.7780158855793342e-06;1.0843401101429688e-08;2.4441711428493625e-09;6.934475910703929e-08;3.711376403238071e-08;4.402201778963586e-11;2.3661512772802596e-06;1.7564793426487635e-07;3.5764072327237147e-12;7.993625874565502e-08;0.0005892310541363162;0.0001539788043390421;7.598984592421023e-05;1.2145903234762638e-07;1.0156699748492561e-07;0.0005196020776390018;1.1377431235477762e-06;1.3145073094752704e-05;33.99835952929109;1.5216007387132127;4.725452797655938e-06;0.0013533061839725473;35.51996034794056;;
4d9da62dfbcd84bb1e6d011b4e3b7139;RoW;SSP1-PkBudg500-2030;4d9da62dfbcd84bb1e6d011b4e3b7139;market for brass;brass;kilogram;7.262272466443051;0.032832329637065186;0.02753021476905492;2.705398428523928e-07;6.025764867239588e-08;2.5757233218904136e-13;9.429773093701454e-09;1.8305492335196036e-08;3.5755789686434415e-09;2.8372196343925615e-08;2.0324700200523425e-08;8.636246836541532e-13;7.11005026946956e-09;5.689581548005218e-09;7.564038601522471e-14;1.690637859360723e-09;3.125066735612039e-06;1.0325189999932625e-05;9.384118563019517e-05;4.053985462821864e-09;2.675759516514694e-09;5.3604840766010446e-05;3.926208444082257e-08;2.780159915760496e-07;0.22437339519209729;0.30827133238719373;1.5306614492557788e-07;0.00016122026701756938;0.532644729269929;;
be48ac439e1256e98c07f6c1c9ca7609;GLO;SSP1-PkBudg500-2030;be48ac439e1256e98c07f6c1c9ca7609;market for trimesoyl chloride;trimesoyl chloride;kilogram;2.708272183336564;0.0464991410953015;0.012217389494971094;1.2312218019129802e-07;1.2065682552170706e-08;5.493453813169942e-13;2.0114655373383036e-08;1.8335517861773096e-10;3.7436182397646815e-11;4.3277305335310326e-10;3.7614207600676467e-10;2.6071557704204225e-13;5.760579865151585e-10;3.095104151723112e-09;6.69976947542114e-14;1.4974651136572018e-09;6.663954969369635e-06;1.3068218969201653e-06;1.1059683088574497e-06;1.8771521153052134e-09;4.450644699377383e-08;1.1745531798305406e-05;2.1266403009079915e-08;2.4624980809395254e-07;0.777361978158506;0.03636475538175827;3.688207676483708e-08;2.113617459182563e-05;0.8137267350377293;;
ca26b2e809ed0e943cbdc7f1b5c389b7;RoW;SSP1-PkBudg500-2030;ca26b2e809ed0e943cbdc7f1b5c389b7;market for liquid packaging board;liquid packaging board;kilogram;0.0;0.0;0.0;0.0;7.278150720497391e-10;1.6864409863108467e-13;6.173472430413316e-09;1.642219372224713e-11;3.2415075763293517e-12;2.6125381632973737e-11;2.673179275276038e-10;3.873053896746461e-13;1.2622743186597397e-08;4.352390257859683e-10;7.267851647494075e-15;1.6244371292602245e-10;2.045961000940893e-06;1.3585645552369382e-07;1.4627483888817786e-07;4.207870248486018e-10;4.71633068230081e-10;1.0886838089868944e-06;3.0053187896774255e-09;2.6712964976130527e-08;0.058640834023230365;0.021863945910441336;2.027268398075917e-08;3.4473020456503465e-06;0.08050478009611542;;
4759ac630b8982975b11cf4d2d210a04;GLO;SSP1-PkBudg500-2030;4759ac630b8982975b11cf4d2d210a04;market for dried roughage store, air dried, solar;dried roughage store, air dried, solar;cubic meter;1567.4827502756962;0.29638535873872707;0.24779208872085576;1.922449144387262e-06;1.7668463541975413e-07;1.0973440866530645e-11;4.017135210050384e-07;3.900801150993766e-08;7.674312062902295e-09;6.724050841538439e-08;4.795978141846361e-08;9.241365006682052e-11;1.0361063355208943e-06;4.47630421223065e-08;5.362359857635212e-13;1.1985407622073108e-08;0.00013314099908235495;0.00013742699172805353;0.00019770794309359457;2.985094000124809e-08;2.4514511018970177e-08;0.00021893803406800524;3.001503479463338e-07;1.9709336130410395e-06;5.458724021999157;1.7800396047245943;1.8212530799389263e-06;0.0006895390935125201;7.238763638709159;;
e00cbb03fdc5efbd82cb393eb7edeecf;GLO;SSP1-PkBudg500-2030;e00cbb03fdc5efbd82cb393eb7edeecf;market for cobalt;cobalt;kilogram;342.5748042590179;2.8876139532593657;0.47504891279555217;8.251064671272626e-06;6.757411477590992e-08;2.9239726936162523e-12;1.0704732905995802e-07;1.209727310796463e-08;2.5289008614591544e-09;2.816517882916832e-08;1.4175707257273418e-08;1.8885797414761538e-11;1.3916932253818326e-08;1.5476609735805237e-08;5.769136203375344e-12;1.2894593212773631e-07;3.547299624305951e-05;2.7568758640988765e-05;0.00013735662679570653;1.1385568723071826e-07;1.664229912995401e-08;6.579321480295674e-05;1.045943456247856e-07;2.120444125967114e-05;4.255180122341676;3.8328949918803854;2.6100908306658763e-07;0.00028763095190666307;8.088075243167992;;
6cb80e4a9eecd6fb5ccab5e2016e155f;GLO;SSP1-PkBudg500-2030;6cb80e4a9eecd6fb5ccab5e2016e155f;market for magnesium sulfate;magnesium sulfate;kilogram;0.6629565595905351;0.032978846656844946;0.13138345184401073;1.3079859115529653e-08;9.983103875740723e-10;7.07760900472679e-14;2.5913622321113817e-09;6.861321227908813e-11;1.3705659646163157e-11;1.1103494280016542e-10;1.5283086768375395e-10;2.1999200674266928e-13;2.476502108918732e-10;7.84093179260888e-10;3.4016293950472754e-15;7.602980023956653e-11;8.586882707523194e-07;2.0830100403840352e-07;6.315953372432991e-07;2.018930527926758e-10;2.588326404197459e-10;1.4822321507356036e-06;5.4171594995093506e-09;1.2502677723616539e-08;0.09025652969070808;150.02011075385113;4.967832080170101e-09;3.1991765357636403e-06;150.11036728361782;;
232ec32a22884075e0bdb3821c15aa6e;GLO;SSP1-PkBudg500-2030;232ec32a22884075e0bdb3821c15aa6e;market for cathode, for aluminium electrolysis;cathode, for aluminium electrolysis;kilogram;6.081897991635813;0.007544854067776356;0.003731051509904287;3.340455487545101e-08;2.2437941412226743e-09;1.564210074132434e-13;5.7288671086776244e-09;6.911069087892341e-11;1.4964293598936814e-11;1.4994348179452258e-10;5.93849900236768e-10;3.6796429974755253e-13;4.740185207567603e-10;1.8412122527000573e-09;6.520351556660339e-15;1.4573634243237204e-10;1.8979854543651667e-06;3.4461779569536323e-06;4.932579371909746e-07;5.208993967883469e-10;6.462123802461459e-10;2.85423946239096e-06;1.215572847088578e-08;2.3965530835399155e-08;0.23522006986598817;0.053710988839006796;1.11162841156757e-08;8.728946825786374e-06;0.2889310588507313;;
d831c302d2613afe2d6c15cf0c45262f;GLO;SSP1-PkBudg500-2030;d831c302d2613afe2d6c15cf0c45262f;market for heat and power co-generation unit, 50kW electrical, components for electricity only;heat and power co-generation unit, 50kW electrical, components for electricity only;unit;2949.975103158998;14.324875141180314;5.502697822869463;0.0001578003338524905;1.0410514457733113e-05;3.2528317794536157e-10;1.1909268485885326e-05;2.3380650520507826e-06;4.5644528902335e-07;3.593507745026199e-06;3.0639477188482443e-06;3.8068031533662335e-10;2.531898912943246e-06;1.7071698314115872e-06;1.720955918825524e-11;3.8465076448337133e-07;0.003946400963187823;0.00620490183863128;0.011570863182193091;2.4549257972440877e-06;8.529778133098901e-07;0.009971837380338161;1.157894496206903e-05;6.325367854873818e-05;231.38351231438045;99.48808414240297;3.601139723330343e-05;0.03177209651221486;330.8715968414342;;
ba4d55aefa52572a7d58882ca0396318;GLO;SSP1-PkBudg500-2030;ba4d55aefa52572a7d58882ca0396318;market for battery separator;battery separator;kilogram;4.727213423124923;0.07549960467306874;0.023035284595980726;1.4480013395592972e-06;6.290869487731234e-09;9.4075707247607e-13;3.444578125481388e-08;3.915022986468128e-10;7.701246076779601e-11;5.118507770449239e-10;1.842969482711811e-09;5.241661167875142e-13;2.8944212175316352e-09;2.5629993916906024e-09;7.34736151179095e-14;1.642208374735608e-09;1.14133676120706e-05;2.3282802897146783e-06;2.116422020548713e-06;2.2963032093211114e-08;1.6379366854767907e-09;6.414631832317967e-06;1.700669360011989e-08;2.700520322248379e-07;1.2835022661285076;0.025000404614038026;4.9018919694442385e-08;2.2584353489286988e-05;1.3085026723847537;;
