name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for transistor, wired, small size, through-hole mounting;transistor, wired, small size, through-hole mounting;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;6c59302ba1c9c21630aa6137d163fb27;market activity;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
market for uranium hexafluoride;uranium hexafluoride;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;cfb260f63b666a9e28e51c146a32eab6;market activity;20110;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market for inductor, auxilliaries and energy use;inductor, auxilliaries and energy use;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;96afb7730ca314cd03d4a8433025cbfd;market activity;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market for purse seiner, wood;purse seiner, wood;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4dfdd26dc585709a091441aa0c33ffbe;market activity;3110;Marine fishing;49315;"Fishing vessels; factory ships and other vessels for processing or preserving fishery products";MachElecTrans;Transport vehicles
market for sodium chloroacetate;sodium chloroacetate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;33c1ab9e867a218350cd7c2e7cfc894e;market activity;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for oat grain, feed;oat grain, feed;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;fa7984b75011b60d4976e9a486e70f4b;market activity;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for panel glass, for cathode ray tube display;panel glass, for cathode ray tube display;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a35a478d836ec3307273f01c8398bb5d;market activity;23100;Manufacture of glass and glass products;37190;Other glass articles;GlasNonMetal;Glass & other non-metallic products
market for monochlorobenzene;monochlorobenzene;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;acbf8c77df3d14c719c7156c91e11190;market activity;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for ethylene bromide;ethylene bromide;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;6c9957e3a40e64f2447358c4209869a3;market activity;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for anthraquinone;anthraquinone;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a16f3c33c4b9a95ae6254ebe3bd4e45c;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for sheet rolling, copper;sheet rolling, copper;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c9c7e7bd7b41e32a1b32265ed2dda37d;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41510;Semi-finished products of copper or copper alloys;MetalAlloy;Basic metals & alloys, their semi-finished products
market for bark chips, wet, measured as dry mass;bark chips, wet, measured as dry mass;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;718e7075d4c0f2ec699ee9151572ce1e;market activity;16100;Sawmilling and planing of wood;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market for maize chop;maize chop;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;386571b762d8f99c996bca71dc9cd111;market activity;10610;Manufacture of grain mill products;1122;Maize (corn), other;AgriForeAnim;Agricultural & forestry products
market for peanut;peanut;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;394fee340efc79ca725bbf0364fabe2d;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1422;Groundnuts, in shell;AgriForeAnim;Agricultural & forestry products
market for sodium fluoride;sodium fluoride;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;cf2af2f1a807e874549efc037bccb781;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for vinyl carbonate;vinyl carbonate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8dfc0952b7c27b79e1c9c6eeb9774484;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for molybdenum;molybdenum;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;0f23c62795fba0e3169d798d7048a26f;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for boron trifluoride;boron trifluoride;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c1baf154dbe98c2a3cdb2dc2971b8c13;market activity;20110;Manufacture of basic chemicals;34280;"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides, silicides and borides";Chemical;Chemical products
market for NMC111 hydroxide;NMC111 hydroxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;c32636169ae0313a362cfda7255c9d9e;market activity;20110;Manufacture of basic chemicals;34220;"Zinc oxide; zinc peroxide; chromium oxides and hydroxides; manganese oxides; iron oxides and hydroxides; earth[…]";Chemical;Chemical products
market for solid bleached and unbleached board carton;solid bleached and unbleached board carton;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;d9945190a5311cda1820381b8b9c3e60;market activity;17010;Manufacture of pulp, paper and paperboard;32153;Cartons, boxes, cases, record sleeves and other packing containers (except bags) of paper, paperboard, cellulo[…];ProcBio;Pulp & paper
market for alkylketene dimer sizing agent, for paper production;alkylketene dimer sizing agent, for paper production;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;1fbb0e8fb8ee1bd4d099e2b5b7a57c68;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for mandarin, processing grade;mandarin, processing grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;071c1d06be86bcac5ce6df770846da52;market activity;1230;Growing of citrus fruits;1324;Tangerines, mandarins, clementines;AgriForeAnim;Agricultural & forestry products
market for zeolite, slurry, without water, in 50% solution state;zeolite, slurry, without water, in 50% solution state;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;8d2936a654144de837c482a9f5cb7127;market activity;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market for power distribution unit, for electric passenger car;power distribution unit, for electric passenger car;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3f5f75acfb9c96fd5fd2136e8a37ad39;market activity;27100;Manufacture of electric motors, generators, transformers and electricity di;46130;Parts for the goods of classes 4611 and 4612;MachElecTrans;Metal/electronic equipments & parts
market for packaging, for fertilisers or pesticides;packaging, for fertilisers or pesticides;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;e987717e5aa26678fd989b2768e8ad12;market activity;22200;Manufacture of plastics products;36400;Packaging products of plastics;PlastRub;Plastics & rubber products
market for propylene oxide, liquid;propylene oxide, liquid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;09c336bfd24acff581c2209fb6916521;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for shale;shale;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;9e5c4ba091bbe4d075b90ca91eac6c5a;market activity;8100;Quarrying of stone, sand and clay;15000;Stone, sand and clay;OreMinFuel;Ores, minerals & fuels
market for gravel, crushed;gravel, crushed;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;817720c11340b346dc9574d7a87435fc;market activity;8100;Quarrying of stone, sand and clay;15320;"Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone";OreMinFuel;Ores, minerals & fuels
market for polymethyl methacrylate, sheet;polymethyl methacrylate, sheet;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;033fe693337b46380d8b7ff5dbd457c4;market activity;22200;Manufacture of plastics products;36330;Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminat[…];PlastRub;Plastics & rubber products
market for charger, for electric scooter;charger, for electric scooter;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;060e1379847cb37f50e22a467850dde7;market activity;27900;Manufacture of other electrical equipment;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments & parts
market for latex;latex;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;a23ff5a5512f239248b86d5706a7c4e4;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market for benzyl chloride;benzyl chloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;e1d5aec1ddcd2f1e672fd45d47870cf3;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for brass removed by turning, average, conventional;brass removed by turning, average, conventional;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;89da54eb733d475b6ff6e7b0b0ee4739;market activity;25920;"Treatment and coating of metals; machining";39360;Waste and scrap of other metals;AgriForeAnim;Agricultural & forestry products
market for palm oil, crude;palm oil, crude;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d7c1b629ad063c61d942cc502c38ecfa;market activity;10400;Manufacture of vegetable and animal oils and fats;21651;Palm oil, crude;ProcBio;Food & beverages, animal feed
market for printed wiring board, mounted mainboard, desktop computer, Pb free;printed wiring board, mounted mainboard, desktop computer, Pb free;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3d2a7b0214c46d4d1d9f0797306ac627;market activity;26100;Manufacture of electronic components and boards;47160;Electronic integrated circuits;MachElecTrans;Metal/electronic equipments & parts
market for N2O retained, by regenerative thermal oxidation;N2O retained, by regenerative thermal oxidation;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;dbe574e9c82e1bfd55316e064a740415;market activity;35100;Electric power generation, transmission and distribution;35499;Other chemical products n.e.c.;Chemical;Chemical products
market for marine fish;marine fish;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;886ae267a92f0d7d50575513fec540d6;market activity;3110;Marine fishing;4211;Wild freshwater fish, live, fresh or chilled;AgriForeAnim;Live animal, fish & their products
market for benzene;benzene;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;ba52b3e52af40933affa2965307092b1;market activity;19200;Manufacture of refined petroleum products;33100;"Coke and semi-coke of coal, of lignite or of peat; retort carbon";OreMinFuel;Ores, minerals & fuels
market for fibreboard, soft;fibreboard, soft;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;397e1c85828439aa5eeee106a3451b9d;market activity;16210;Manufacture of veneer sheets and wood-based panels;31449;Other fibreboard;ProcBio;Wood, straw & cork
market for palm date;palm date;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2442374a384c2b00aedd82964f99ce8f;market activity;1220;Growing of tropical and subtropical fruits;1314;Dates;AgriForeAnim;Agricultural & forestry products
market for concrete, 20MPa;concrete, 20MPa;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;00a3f23c2a7974de40b339a016d4d2b6;market activity;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market for pulpwood, hardwood, measured as solid wood under bark;pulpwood, hardwood, measured as solid wood under bark;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;b6fc3270f5db7921481321a9f29b2d71;market activity;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market for allyl chloride;allyl chloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;21d0989c13226374f700264a51796945;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for boric oxide;boric oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c27991023e8548170fcb6a28224e31a6;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for iron(III) chloride, without water, in a 12% iron solution state;iron(III) chloride, without water, in a 12% iron solution state;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3d183a4bd12bfa5db466fa7eda38540c;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for pesticide, unspecified;pesticide, unspecified;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;86c4b4a51a0bad9dc60cb04216518e4a;market activity;20210;Manufacture of pesticides and other agrochemical products;34600;Fertilizers and pesticides;Chemical;Chemical products
market for packaging glass, brown;packaging glass, brown;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;538db6017d8946645d0ea260489dce88;market activity;23100;Manufacture of glass and glass products;37191;Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, e[…];GlasNonMetal;Glass & other non-metallic products
market for pumice;pumice;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;62ef173cba81e1972e31e39b0afba433;market activity;8100;Quarrying of stone, sand and clay;16320;"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natura[…]";OreMinFuel;Ores, minerals & fuels
market for grass seed, Swiss integrated production, at farm;grass seed, Swiss integrated production, at farm;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2a50dedb7279fa6099f6e8db81749868;market activity;1190;Growing of other non-perennial crops;1940;Beet seeds (excluding sugar beet seeds) and seeds of forage plants;AgriForeAnim;Agricultural & forestry products
market for p-chlorophenol;p-chlorophenol;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;62126c280b17c6d6a69b136eac3ce9c4;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for cement, CEM V/A;cement, CEM V/A;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;57fe1cebd6be2d1b02727ed2e1997e57;market activity;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for dysprosium oxide;dysprosium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;975770f48967d9f9ea82f1ac4648f7c5;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for soda ash, light;soda ash, light;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b9d2671c25ba4b7b69f9868b426ec483;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for sawnwood, lath, softwood, raw, dried (u=20%);sawnwood, lath, softwood, raw, dried (u=20%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;bffc4169632245b14852bead436245c4;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market for transistor, wired, big size, through-hole mounting;transistor, wired, big size, through-hole mounting;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;56bcfbadb1e9ddbb4ec76584efdc9653;market activity;26100;Manufacture of electronic components and boards;47150;"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices; light emitting […]";MachElecTrans;Metal/electronic equipments & parts
market for aluminium, wrought alloy;aluminium, wrought alloy;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d25c8e0755ee9899fb4e892990397a68;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41530;Semi-finished products of aluminium or aluminium alloys;MetalAlloy;Basic metals & alloys, their semi-finished products
market for fosetyl-Al;fosetyl-Al;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;60eccfb05dccf174b2561c7776f81973;market activity;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market for fennel;fennel;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a0eabacaccf5fef59bc32f5879f51a0c;market activity;1130;Growing of vegetables and melons, roots and tubers;1290;Vegetables, fresh, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for beryllium;beryllium;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;491549b2f0cee302298eaf61bdce8ae0;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for aluminium scrap, new;aluminium scrap, new;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;f1a65e37d64e0d15c6275f566334e6d2;market activity;24200;Manufacture of basic precious and other non-ferrous metals;39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for toner, black, powder;toner, black, powder;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a6fe2b775ef47b88a11912e04ba7494d;market activity;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35130;Printing ink;Chemical;Chemical products
market for methanol, from biomass;methanol, from biomass;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;33d83f3af6c8af9aaf66010f0e2f239b;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for aluminium removed by turning, primarily dressing, conventional;aluminium removed by turning, primarily dressing, conventional;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b7bf67e6f0e0f1507a07b9c03275c5a9;market activity;25920;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for sulfuryl chloride;sulfuryl chloride;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a7d5ae11aeac1ec3ce1f409805e56898;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for low voltage system, for Li-ion battery;low voltage system, for Li-ion battery;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;af2bc656b4aafd9ed0828b956ab8984e;market activity;27200;Manufacture of batteries and accumulators;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
market for fluazifop-butyl;fluazifop-butyl;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b92a1496974d5921579e7df8c7c969ea;market activity;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for sodium phosphate;sodium phosphate;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;5c69c56b3124ab1dc850311997b25dd8;market activity;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for fish curing, small fish;fish curing, small fish;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;014aae25ca4fdcd037521185be8b4f32;market activity;10200;Processing and preserving of fish, crustaceans and molluscs;21242;Fish, otherwise prepared or preserved;ProcBio;Food & beverages, animal feed
market for lightweight concrete block, expanded vermiculite;lightweight concrete block, expanded vermiculite;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;5bfcf5c41aafd5a0d8c2df1b65755d9c;market activity;23990;Manufacture of other non-metallic mineral products n.e.c.;37900;Other non-metallic mineral products n.e.c.;GlasNonMetal;Glass & other non-metallic products
market for barley grain, feed;barley grain, feed;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;86195da4fafcdfd13d423ada96fefb6c;market activity;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for polyvinylidenchloride, granulate;polyvinylidenchloride, granulate;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;211b60ae9a5935c893398ff31d5de84e;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market for glass, for liquid crystal display;glass, for liquid crystal display;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1a3af6c63f889db2d2f02ec5f023cc83;market activity;23100;Manufacture of glass and glass products;37190;Other glass articles;GlasNonMetal;Glass & other non-metallic products
market for indium;indium;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;856e61df08151a0ade129c99b8e63b94;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for dimethylamine borane;dimethylamine borane;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;65fefe7a5c7f8255b6d689ce195bbc9d;market activity;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for dichlobenil;dichlobenil;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;00682bfd5f7a185c1b9f3aa290bf2fc0;market activity;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for soybean meal;soybean meal;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;48c366d0b580d8cd8ae7ae2d54fc27c7;market activity;10400;Manufacture of vegetable and animal oils and fats;21920;Flours and meals of oil seeds or oleaginous fruits, except those of mustard;ProcBio;Food & beverages, animal feed
market for powertrain, for electric scooter;powertrain, for electric scooter;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3e589ec10908d760d052385114ca2044;market activity;27100;Manufacture of electric motors, generators, transformers and electricity di;49941;Parts and accessories of motorcycles and side-cars;MachElecTrans;Metal/electronic equipments & parts
market for printed wiring board, surface mounted, unspecified, Pb containing;printed wiring board, surface mounted, unspecified, Pb containing;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;db0413d27e791eab59ab8577d188a8ef;market activity;26100;Manufacture of electronic components and boards;47130;Printed circuits;MachElecTrans;Metal/electronic equipments & parts
market for 4-methyl-2-pentanone;4-methyl-2-pentanone;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;dfccfc6ac5add71bdc79f2b637b4fbf0;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for hydrogen fluoride;hydrogen fluoride;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;a8545fdf18ae8f75037b9a345930690e;market activity;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for battery, Li-ion, NMC811, rechargeable, prismatic;battery, Li-ion, NMC811, rechargeable, prismatic;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a6340d3ae1622f5fea25af16af07bbc0;market activity;27200;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
market for isopropyl acetate;isopropyl acetate;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;46c32f73e7f1c285a27fb598ed41bc1a;market activity;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for protein pea, organic;protein pea, organic;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;23cd14ef7f57ad273d649977124985aa;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1240;Green leguminous vegetables;AgriForeAnim;Agricultural & forestry products
market for morpholine;morpholine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d39f1efa85b7833e0e2ec301c6ac52dd;market activity;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market for fibre cement facing tile;fibre cement facing tile;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;bd9e5be72f1b2c9bb5ba7965ac995aa2;market activity;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for naphtha;naphtha;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;9d6d08d5fd9a3978808fba0caab907a2;market activity;19200;Manufacture of refined petroleum products;33330;Naphtha;OreMinFuel;Ores, minerals & fuels
market for fibre cement roof slate;fibre cement roof slate;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;d2df0e953e4bc32d893d9ee501b3fced;market activity;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for sulfur hexafluoride, liquid;sulfur hexafluoride, liquid;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;d3ebe1c2d716e0131d5cc8d2b5b63f04;market activity;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for concrete, 25MPa;concrete, 25MPa;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;3fd33e23f03f15fa3343868a895f8e5c;market activity;23950;Manufacture of articles of concrete, cement and plaster;37510;Non-refractory mortars and concretes;GlasNonMetal;Glass & other non-metallic products
market for base oil;base oil;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a21a8797c3530c968b313a6656c9481f;market activity;19200;Manufacture of refined petroleum products;33380;Lubricants;OreMinFuel;Ores, minerals & fuels
market for limestone, unprocessed;limestone, unprocessed;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;2668c84b498af7ee66dafacee0cbe3a6;market activity;8100;Quarrying of stone, sand and clay;15200;"Gypsum; anhydrite; limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of[…]";OreMinFuel;Ores, minerals & fuels
market for gypsum fibreboard;gypsum fibreboard;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;60b72cd59889a73c2936c468c8627fbf;market activity;23940;Manufacture of cement, lime and plaster;37530;Articles of plaster or of compositions based on plaster;GlasNonMetal;Glass & other non-metallic products
market for copper, cathode;copper, cathode;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;8b62f30ed586a5f23611ef196cc97b93;market activity;24200;Manufacture of basic precious and other non-ferrous metals;41413;"Refined copper and copper alloys, unwrought; master alloys of copper";MetalAlloy;Basic metals & alloys, their semi-finished products
market for sawnwood, beam, softwood, raw, dried (u=10%);sawnwood, beam, softwood, raw, dried (u=10%);ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;3a114d3fde564aa2089d2fa72687b065;market activity;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
