;location;database;code;name;reference product;unit;Hazardous (kg);Hazardous (m3);ecosystem quality;human health;natural resources;parameters full;emptied;log parameters
9aec2940b287dc1ce9b13c3adc4c8b32;RoW;SSP1-PkBudg500-2030;9aec2940b287dc1ce9b13c3adc4c8b32;market for esterquat;esterquat;kilogram;0.004448320293913513;3.220915047263355e-08;3.100862271903319e-08;7.295550452164226e-06;0.25486704953094225;;;
fc02ae3a3b858e31de55e4543034c749;GLO;SSP1-PkBudg500-2030;fc02ae3a3b858e31de55e4543034c749;market for wind power plant, 800kW, moving parts;wind power plant, 800kW, moving parts;unit;1396.1558724428764;0.00520388504855996;0.001170839403235522;1.3622284864469982;18534.684144820334;;;
56bf8867fba9e9a2cf048ee29ecb4656;GLO;SSP1-PkBudg500-2030;56bf8867fba9e9a2cf048ee29ecb4656;market for phacelia silage;phacelia silage;kilogram;0.0014563050065201243;2.686238581916788e-09;1.974376520066582e-08;5.005608446831545e-06;0.031680726839042814;;;
253c2a33c1fc5a2548ed3a1e32aa9a8c;GLO;SSP1-PkBudg500-2030;253c2a33c1fc5a2548ed3a1e32aa9a8c;market for maleic unsaturated polyester resin;maleic unsaturated polyester resin;kilogram;0.009008214328271882;6.175677067398082e-08;1.253122374456874e-08;5.99765759553829e-06;0.6664839877079002;;;
8c3f424f308fea51a15db8431bbd4d3a;GLO;SSP1-PkBudg500-2030;8c3f424f308fea51a15db8431bbd4d3a;market for carbon disulfide;carbon disulfide;kilogram;0.015646426293251758;3.683116278315499e-08;2.021075042298883e-08;1.3555935672304124e-05;0.257291661261428;;;
0602f12a771029d20a9d0b93b6d798b3;GLO;SSP1-PkBudg500-2030;0602f12a771029d20a9d0b93b6d798b3;market for aluminium removed by turning, primarily roughing, computer numerical controlled;aluminium removed by turning, primarily roughing, computer numerical controlled;kilogram;0.45046818346033213;2.9982359679813873e-07;3.4289541632926074e-08;2.506715654022049e-05;0.4158384661443625;;;
77318fef8020d835fd3052d242959c7d;GLO;SSP1-PkBudg500-2030;77318fef8020d835fd3052d242959c7d;market for diphenylether-compound;diphenylether-compound;kilogram;0.014782559779341179;3.108143391625751e-07;8.032717122915279e-08;4.062309829395492e-05;1.7027783093546385;;;
3f797041a2b9e296322084b716dca9fa;RoW;SSP1-PkBudg500-2030;3f797041a2b9e296322084b716dca9fa;market for calcareous marl;calcareous marl;kilogram;4.1775647044629965e-05;1.0384869583132174e-10;4.818872324583333e-11;2.895411866812053e-08;0.001383348300059618;;;
a23ff5a5512f239248b86d5706a7c4e4;RoW;SSP1-PkBudg500-2030;a23ff5a5512f239248b86d5706a7c4e4;market for latex;latex;kilogram;0.00029849963590840257;1.576679715719609e-09;1.2090913483364309e-08;5.7421788401016255e-06;0.7575240763509868;;;
7b9fc672c256b4bf825fe423670daae2;RoW;SSP1-PkBudg500-2030;7b9fc672c256b4bf825fe423670daae2;market for ammonium bicarbonate;ammonium bicarbonate;kilogram;0.0010451409607465237;2.5651657233997706e-08;5.35588415202658e-09;2.58526879700924e-06;0.08418342632469578;;;
d7ba469b432cb3dae0286448f9499d62;GLO;SSP1-PkBudg500-2030;d7ba469b432cb3dae0286448f9499d62;market for backlight, for liquid crystal display;backlight, for liquid crystal display;kilogram;0.1154712036898193;1.368854364453787e-07;5.6198434474259985e-08;3.204794080729069e-05;1.13203315904408;;;
a4e7a4dfb3c936e112491275acb5d2a5;GLO;SSP1-PkBudg500-2030;a4e7a4dfb3c936e112491275acb5d2a5;market for aluminium chloride;aluminium chloride;kilogram;0.002581477570453542;1.575469475545642e-07;1.1608177355385445e-08;8.790319744587107e-06;0.1837399716735158;;;
223f6be222ab4d6aec8ac4ea00f2d1b7;GLO;SSP1-PkBudg500-2030;223f6be222ab4d6aec8ac4ea00f2d1b7;market for wheat grain, organic;wheat grain, organic;kilogram;0.0008798722195504538;3.0280404387186663e-09;2.195333956352727e-08;3.536184128324842e-06;0.022752472313606678;;;
53a765a2aa42f94cfc5c92eb81a18291;GLO;SSP1-PkBudg500-2030;53a765a2aa42f94cfc5c92eb81a18291;market for skimmed milk, from cow milk;skimmed milk, from cow milk;kilogram;0.0008783676019261444;1.1510380677633075e-08;5.141673223517114e-08;2.152023573083057e-06;0.03185955970406393;;;
f2828c74472a65557f25bd054c02fc01;GLO;SSP1-PkBudg500-2030;f2828c74472a65557f25bd054c02fc01;market for zinc sulfide;zinc sulfide;kilogram;0.007499654392831037;6.566864268268785e-08;2.4622714282777006e-08;2.9961100110276663e-05;0.19373764691485698;;;
a16f3c33c4b9a95ae6254ebe3bd4e45c;GLO;SSP1-PkBudg500-2030;a16f3c33c4b9a95ae6254ebe3bd4e45c;market for anthraquinone;anthraquinone;kilogram;0.00018476302005313884;9.675196824446018e-10;1.0571683054137474e-07;0.00048280433190149287;1.7687794228963367;;;
7752e33a0bd5a6347d125c67da9dcd85;GLO;SSP1-PkBudg500-2030;7752e33a0bd5a6347d125c67da9dcd85;market for sawnwood, hardwood, raw;sawnwood, hardwood, raw;cubic meter;0.36329575965720495;1.8141953250121772e-06;6.970414677172871e-06;0.00017300764064704174;7.727320486353019;;;
0cfadf0ecdbae67e7f4a0f1a5b1d173e;GLO;SSP1-PkBudg500-2030;0cfadf0ecdbae67e7f4a0f1a5b1d173e;market for yttrium oxide;yttrium oxide;kilogram;1.8707307351265603;0.00016211693583554772;2.1263019757924564e-07;8.771725586973454e-05;7.094437885415121;;;
eff42b5c1d60d5c75c7d7518f9fe794d;GLO;SSP1-PkBudg500-2030;eff42b5c1d60d5c75c7d7518f9fe794d;market for gas motor, 206kW;gas motor, 206kW;unit;3.2221542339814997;6.250908135880734e-05;1.486420040156023e-05;0.0303549729978892;385.47353460268084;;;
ff8c32b4d54c57ab67bf3cc01b13539f;RoW;SSP1-PkBudg500-2030;ff8c32b4d54c57ab67bf3cc01b13539f;market for concrete slab;concrete slab;cubic meter;0.766110298266374;3.344209872899751e-05;2.472299484889902e-06;0.0017838835330838388;42.05587011667512;;;
2667b22e812aec557fefca4186c84496;GLO;SSP1-PkBudg500-2030;2667b22e812aec557fefca4186c84496;market for collector field area, solar tower power plant, 20 MW;collector field area, solar tower power plant, 20 MW;unit;24746.617600563783;0.2653725866231799;0.0732335443287064;101.60381714666008;1912515.2136590232;;;
cf359d5de770ce4e5d07aeed5128f8be;GLO;SSP1-PkBudg500-2030;cf359d5de770ce4e5d07aeed5128f8be;market for barley grain, feed, organic;barley grain, feed, organic;kilogram;0.0008933782653523701;4.310063221881153e-09;2.122569451792717e-08;2.78641864356853e-06;0.02550296882852585;;;
4ef3396c8a1b189617f84c6a339dcbef;GLO;SSP1-PkBudg500-2030;4ef3396c8a1b189617f84c6a339dcbef;market for trichloroethylene;trichloroethylene;kilogram;0.005304958034246028;1.0269857610447626e-07;1.3291289539856723e-08;5.3774935602248204e-06;0.5290157034019921;;;
4515b897230bf5a672ab547a9b655c41;RoW;SSP1-PkBudg500-2030;4515b897230bf5a672ab547a9b655c41;market for cement, Portland;cement, Portland;kilogram;0.0005941776248379759;5.256615485936649e-09;2.9249893470378514e-09;1.202439114750542e-06;0.026698478720658544;;True;
0fcc7131b612b072f72a3fcd9b23ff26;GLO;SSP1-PkBudg500-2030;0fcc7131b612b072f72a3fcd9b23ff26;market for tilapia;tilapia;kilogram;0.003292466635251203;1.9030003052539588e-07;3.392798117862393e-08;1.4753518340216443e-05;0.14322214726016488;;;
208b9b7313739218784fb2dababba348;GLO;SSP1-PkBudg500-2030;208b9b7313739218784fb2dababba348;market for bulk carrier, for dry goods;bulk carrier, for dry goods;unit;167736.26442909634;1.058434340136007;0.1543796426558508;238.37394773379194;3837502.5497054313;;;
822572aa84d95496441260a2ea733f00;RoW;SSP1-PkBudg500-2030;822572aa84d95496441260a2ea733f00;market for potassium chloride;potassium chloride;kilogram;0.0018803285652748045;1.0073476155354748e-08;2.0604279508774764e-09;1.1331688978367067e-06;0.04622118486068892;;;
4778fac49b5bffdcf80ad5650fe9b050;GLO;SSP1-PkBudg500-2030;4778fac49b5bffdcf80ad5650fe9b050;market for packaging glass, green;packaging glass, green;kilogram;0.0013113248285554502;1.6632312989511618e-08;5.010995800762059e-09;2.352870563601237e-06;0.10320291628929451;;;
9b766978b5b04e886ae15900efb7e69c;GLO;SSP1-PkBudg500-2030;9b766978b5b04e886ae15900efb7e69c;market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;battery, Li-ion, LiMn2O4, rechargeable, prismatic;kilogram;0.025365722275319823;3.002858532856006e-07;3.109489088221316e-08;2.3638411533546644e-05;1.0735990075813255;;;
cc7be918b9ef665aa798a38ab594d7ac;GLO;SSP1-PkBudg500-2030;cc7be918b9ef665aa798a38ab594d7ac;market for fibre, jute;fibre, jute;kilogram;0.0010297462013511666;1.2342728752246042e-08;2.741354571812041e-08;2.705867404513727e-06;0.03851124462078248;;;
75d72d912fff9a45a1d276a776b75932;GLO;SSP1-PkBudg500-2030;75d72d912fff9a45a1d276a776b75932;market for melamine;melamine;kilogram;0.0054174505969376095;6.27441583866019e-08;2.628476943895729e-08;1.3427253891721617e-05;0.5659572787263623;;;
9da0fb5550f7690e5e7fd0c61b9d8ec9;GLO;SSP1-PkBudg500-2030;9da0fb5550f7690e5e7fd0c61b9d8ec9;market for refractory, high aluminium oxide, packed;refractory, high aluminium oxide, packed;kilogram;0.002777106226868233;8.126413912944613e-09;3.1317860346351507e-09;1.4269972302172559e-06;0.09251882403370904;;;
df67b3d01b68766ae7d013488def9122;GLO;SSP1-PkBudg500-2030;df67b3d01b68766ae7d013488def9122;market for asbestos, crysotile type;asbestos, crysotile type;kilogram;0.00016775809022541763;1.994880557231158e-09;3.3075207723899424e-10;1.704571418692641e-07;0.08376232775520014;;;
d24dac36fe814aed5d0a823b4cd727ef;GLO;SSP1-PkBudg500-2030;d24dac36fe814aed5d0a823b4cd727ef;market for roof tile;roof tile;kilogram;0.0005797696459908801;5.355606342360089e-09;1.5277219829207945e-09;6.609516353738105e-07;0.034642425577189905;;;
0ac371e2bde82d1137c3937d6845c0d7;GLO;SSP1-PkBudg500-2030;0ac371e2bde82d1137c3937d6845c0d7;market for heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;heat and power co-generation unit, organic Rankine cycle, 1MWe, 6.4 MWth;unit;5994.099607649764;0.006962583403057137;0.0015062833560073475;2.224558747399367;32800.40398238348;;;
986af7e1d0a2ba6599c4f8ea965f6ef8;GLO;SSP1-PkBudg500-2030;986af7e1d0a2ba6599c4f8ea965f6ef8;market for bagasse, from sweet sorghum;bagasse, from sweet sorghum;kilogram;3.389420812972343e-05;2.0946639835046604e-10;7.28711791174814e-10;1.9401218231766025e-07;0.0010485538012479606;;;
9eabe293c2b234a56febae8b0c24fd96;GLO;SSP1-PkBudg500-2030;9eabe293c2b234a56febae8b0c24fd96;market for fraction 1 from naphtha separation;fraction 1 from naphtha separation;kilogram;0.005949946333199158;1.1522112048099224e-08;5.718851085648264e-09;2.5596234201541133e-06;0.6320595416859138;;;
7eba4555668563087546d146e049957d;RoW;SSP1-PkBudg500-2030;7eba4555668563087546d146e049957d;market for cement, unspecified;cement, unspecified;kilogram;0.0005441672817908937;5.114517912871827e-09;2.586147528329157e-09;1.0707360110553081e-06;0.02436162006830811;;True;
01b59183a0dadb469528a825385e8af7;GLO;SSP1-PkBudg500-2030;01b59183a0dadb469528a825385e8af7;market for uranium, enriched 3.8%, in fuel element for light water reactor;uranium, enriched 3.8%, in fuel element for light water reactor;kilogram;2.1028237245884447;0.06750137675728655;9.29858387395274e-06;0.01770412465802571;208.74206631414785;;;
c8d7ec0c8ddf1f114dfa10a5958b24f2;GLO;SSP1-PkBudg500-2030;c8d7ec0c8ddf1f114dfa10a5958b24f2;market for oat seed, Swiss integrated production, at farm;oat seed, Swiss integrated production, at farm;kilogram;0.0007630831368990963;4.1504699041623844e-09;1.3304153191022093e-08;1.179385620755414e-06;0.02853548915267045;;;
ba3f478e70f33c4e19253792db896c13;GLO;SSP1-PkBudg500-2030;ba3f478e70f33c4e19253792db896c13;market for polystyrene, extruded;polystyrene, extruded;kilogram;0.045896020235077266;5.1013774094906e-08;1.7238478610195546e-08;7.6249356031183755e-06;0.8521779132346218;;;
7f5d8f54b362eff0507a61f49e21eb65;GLO;SSP1-PkBudg500-2030;7f5d8f54b362eff0507a61f49e21eb65;market for phthalimide;phthalimide;kilogram;0.008999917043753964;4.9147592259303394e-08;1.4666237177673057e-08;6.919571504480908e-06;0.6901354959744082;;;
04c1da5254add632de193128cd1e6dcf;GLO;SSP1-PkBudg500-2030;04c1da5254add632de193128cd1e6dcf;market for catalytic converter, oxidation, 20 litre;catalytic converter, oxidation, 20 litre;unit;1.938943253945507;3.5648307763760286e-05;2.535090816685757e-05;0.026888232747927475;157.6957650679504;;;
76b946a1f4a9477cad37a8977445d47d;RoW;SSP1-PkBudg500-2030;76b946a1f4a9477cad37a8977445d47d;market for sawnwood, board, softwood, raw, dried (u=20%);sawnwood, board, softwood, raw, dried (u=20%);cubic meter;0.3600772329224037;1.5760021398066825e-06;9.580053770562116e-06;0.00020882997850617924;5.806006683438439;;;
2f630420c9f3bcd25d7b8b32bc2c8b42;RoW;SSP1-PkBudg500-2030;2f630420c9f3bcd25d7b8b32bc2c8b42;market for chlorodifluoromethane;chlorodifluoromethane;kilogram;0.015808058120879424;1.386060283234841e-07;2.0997279752016352e-07;7.849633434919906e-05;3.3873802478762656;;;
d9981600f5a79daff3b6f8df332ee68a;GLO;SSP1-PkBudg500-2030;d9981600f5a79daff3b6f8df332ee68a;market for barley seed, for sowing;barley seed, for sowing;kilogram;0.0009126120658820803;6.644863454171663e-09;1.871457354762724e-08;1.6676759816823072e-06;0.031026220610819676;;;
ae337939d6b260592d04d58fe36e3ce6;GLO;SSP1-PkBudg500-2030;ae337939d6b260592d04d58fe36e3ce6;market for cadmium telluride, semiconductor-grade;cadmium telluride, semiconductor-grade;kilogram;0.049428010121873506;9.45838989381301e-07;5.776375590263323e-08;6.073702485132514e-05;0.40087704044550676;;;
a2abb49211b06be19f1fc62dd113cdd8;GLO;SSP1-PkBudg500-2030;a2abb49211b06be19f1fc62dd113cdd8;market for maleic anhydride;maleic anhydride;kilogram;0.006895144662436186;4.873252880393348e-08;1.0139384258113219e-08;4.417780993513131e-06;0.5877892864101137;;;
2becdfda6ad89a83d56231acb50ff1e0;GLO;SSP1-PkBudg500-2030;2becdfda6ad89a83d56231acb50ff1e0;market for barium sulfide;barium sulfide;kilogram;0.0011706889359174247;2.9248724981147767e-08;4.7090504936231684e-09;2.7148957781865092e-06;0.05701746884406325;;;
f31332c3601535bf2bfee086aca44c68;RoW;SSP1-PkBudg500-2030;f31332c3601535bf2bfee086aca44c68;market for butene, mixed;butene, mixed;kilogram;0.008153556556563718;6.918017834779953e-11;5.775275818517999e-09;2.340571856215781e-06;0.580245512111752;;;
ba4d55aefa52572a7d58882ca0396318;GLO;SSP1-PkBudg500-2030;ba4d55aefa52572a7d58882ca0396318;market for battery separator;battery separator;kilogram;0.023035284595980726;1.4480013395592972e-06;4.9018919694442385e-08;2.2584353489286988e-05;1.3085026723847537;;;
00d51d61fff9d552854a91bd45ad14c4;RoW;SSP1-PkBudg500-2030;00d51d61fff9d552854a91bd45ad14c4;market for hydrochloric acid, without water, in 30% solution state;hydrochloric acid, without water, in 30% solution state;kilogram;0.0008515024526559643;3.065711431686992e-08;2.255621266589961e-09;1.5085599617478475e-06;0.054921315542244026;;;
b58e366aa745755d69e7aeb815267fbe;GLO;SSP1-PkBudg500-2030;b58e366aa745755d69e7aeb815267fbe;market for indium rich leaching residues, from zinc production stockpiling;indium rich leaching residues, from zinc production stockpiling;kilogram;7.279006444604361e-05;1.870891751952411e-10;1.858298280059754e-11;3.345246107201636e-08;0.0002554198538391664;;;
580ef642d9debd096e2bf9303df5077d;GLO;SSP1-PkBudg500-2030;580ef642d9debd096e2bf9303df5077d;market for alkylbenzene sulfonate, linear, petrochemical;alkylbenzene sulfonate, linear, petrochemical;kilogram;0.0031941483810383063;2.093993502862119e-08;7.1740424571597045e-09;3.942237599381302e-06;0.5052652029331163;;;
f32c2d20d3bb4032738b51a09ef73f1b;GLO;SSP1-PkBudg500-2030;f32c2d20d3bb4032738b51a09ef73f1b;market for fluosilicic acid, without water, in 22% solution state;fluosilicic acid, without water, in 22% solution state;kilogram;0.004912189304377689;4.8433179370816554e-08;2.6668525134200144e-08;1.4967859130528972e-05;0.2168503666676918;;;
9e1ea123cafede6854349be65d2d8f1f;GLO;SSP1-PkBudg500-2030;9e1ea123cafede6854349be65d2d8f1f;market for carboxymethyl cellulose, powder;carboxymethyl cellulose, powder;kilogram;0.0038437589416468257;1.327661914659551e-07;2.0398384320104096e-08;7.2133620124535126e-06;0.3600054644138375;;;
17ce6f33882f71849efa24d4fa8b9bce;GLO;SSP1-PkBudg500-2030;17ce6f33882f71849efa24d4fa8b9bce;market for frozen fish sticks, hake;frozen fish sticks, hake;kilogram;0.010104993682266137;4.04902737099341e-08;3.6867821112309775e-08;1.1298947479187033e-05;0.2719365065673479;;;
7834717cf8f7bf21464b2a095dfbf64f;GLO;SSP1-PkBudg500-2030;7834717cf8f7bf21464b2a095dfbf64f;market for anode, prebake, for aluminium electrolysis;anode, prebake, for aluminium electrolysis;kilogram;0.003248618826621421;6.683268721269003e-09;3.784528519249023e-09;2.0950841522410573e-06;0.35560241590932884;;;
37933bff8a6a74f80722bc511cc8e7ea;GLO;SSP1-PkBudg500-2030;37933bff8a6a74f80722bc511cc8e7ea;market for isopropylamine;isopropylamine;kilogram;0.009143747350452012;4.5243860559139365e-08;1.529682183701465e-08;7.014230854367697e-06;0.7043370198084279;;;
0890915c95f79fa6a7f1c6a7843c30cb;RoW;SSP1-PkBudg500-2030;0890915c95f79fa6a7f1c6a7843c30cb;market for formic acid;formic acid;kilogram;0.003601681593999848;8.412399380044675e-08;1.0598330562276347e-08;5.365381551188876e-06;0.35829604732945186;;;
c3f8dcd117ff5691f137f0957f08e412;GLO;SSP1-PkBudg500-2030;c3f8dcd117ff5691f137f0957f08e412;market for strontium sulfate, 90% SrSO4;strontium sulfate, 90% SrSO4;kilogram;0.000956581937611468;8.189787076491576e-08;1.1198635527253776e-08;2.058543632599536e-06;0.04075035211798884;;;
6d8d12dd7928b36d98f7cc406f440e21;GLO;SSP1-PkBudg500-2030;6d8d12dd7928b36d98f7cc406f440e21;market for thermo-mechanical pulp;thermo-mechanical pulp;kilogram;0.0007319898675961336;9.937747517927821e-08;5.258985386578002e-09;1.5003821934899018e-06;0.029440064533655642;;;
50fa776a11f7dd1df0d465b0cf5ed5f0;GLO;SSP1-PkBudg500-2030;50fa776a11f7dd1df0d465b0cf5ed5f0;market for glass tube, borosilicate;glass tube, borosilicate;kilogram;0.016052360706596915;6.303769715802481e-08;1.1523238660101238e-08;5.495525190135155e-06;0.17005762563860652;;;
e6c5b0ef5e726f9d2686a79fd25128e7;GLO;SSP1-PkBudg500-2030;e6c5b0ef5e726f9d2686a79fd25128e7;market for buttermilk, from cow milk;buttermilk, from cow milk;kilogram;0.0026752392780267377;3.730733476705301e-08;1.4943654730536722e-07;6.471233039003081e-06;0.09842414213862344;;;
73af3e0b44a59173a69d0b0c78739f68;RoW;SSP1-PkBudg500-2030;73af3e0b44a59173a69d0b0c78739f68;market for propylene glycol, liquid;propylene glycol, liquid;kilogram;0.007579084329054463;1.4689688726588355e-07;1.061359380294846e-08;5.5532763216179485e-06;0.5325137440951282;;;
fdb1628c86b3f9b4fbee642fd4e6ceeb;RoW;SSP1-PkBudg500-2030;fdb1628c86b3f9b4fbee642fd4e6ceeb;market for formaldehyde;formaldehyde;kilogram;0.0022762597748808323;1.3496695806319308e-08;3.736257006042712e-09;1.707945795495286e-06;0.2811525631268396;;;
3de927f96c53ca0ac446a2af1c0f5ef6;GLO;SSP1-PkBudg500-2030;3de927f96c53ca0ac446a2af1c0f5ef6;market for polyacrylamide;polyacrylamide;kilogram;0.006976111154307659;3.112336800366767e-08;1.2428909937172507e-08;5.573279306431204e-06;0.526726310655038;;;
6a05527ae9f3de399fa95bf7c5242096;GLO;SSP1-PkBudg500-2030;6a05527ae9f3de399fa95bf7c5242096;market for refractory, fireclay, packed;refractory, fireclay, packed;kilogram;0.002529346710374202;1.2638284053262945e-08;3.565297720441643e-09;1.54363989249143e-06;0.11037654794073386;;;
6d0895d094602bf7a3f0d4107dfff38e;GLO;SSP1-PkBudg500-2030;6d0895d094602bf7a3f0d4107dfff38e;market for 3-methyl-1-butyl acetate;3-methyl-1-butyl acetate;kilogram;0.008356694387672479;1.1435583292101541e-07;1.988773010309019e-08;9.342403054663861e-06;0.7225506040863494;;;
d1209a1c88bfcdc9fcb8f31c487f0b3d;GLO;SSP1-PkBudg500-2030;d1209a1c88bfcdc9fcb8f31c487f0b3d;market for rare earth carbonate concentrate;rare earth carbonate concentrate;kilogram;0.07340561056766245;4.879876830919314e-07;2.3466087514174788e-07;8.655115873974905e-05;7.422004792791905;;;
