activity type;database;name;production amount;code;unit;reference product;location;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;ecoinvent-3.9.1-cutoff;market for diethyl ether, without water, in 99.95% solution state;1.0;f3ee31a9ae0b31caa8f4bdb3c0e410ed;kilogram;diethyl ether, without water, in 99.95% solution state;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for packaging glass, green;1.0;4778fac49b5bffdcf80ad5650fe9b050;kilogram;packaging glass, green;GLO;23100;Manufacture of glass and glass products;37191;Bottles, jars, phials and other containers, of glass, of a kind used for the conveyance or packing of goods, e[…];GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for methylene diphenyl diisocyanate;1.0;c15d7becd2020002d3237cad9dca28f5;kilogram;methylene diphenyl diisocyanate;RoW;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for castor bean;1.0;338c598bdf20b3ee3c2087f1f7e37edd;kilogram;castor bean;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1449;Other oilseeds, n.e.c.;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for bitumen seal, Alu80;1.0;47e73c27032b5ae3ca32f76a90a262bc;kilogram;bitumen seal, Alu80;GLO;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for indium rich leaching residues, from zinc production;1.0;6f4a7c6dcf21fff64aa1589a8212659b;kilogram;indium rich leaching residues, from zinc production;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for butter, from cow milk;1.0;d3c6cf164accab27da5e7696595dd1ae;kilogram;butter, from cow milk;GLO;10500;Manufacture of dairy products;22241;Butter and other fats and oils derived from milk of cattle;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for polyaluminium chloride;1.0;11192763bb46848d8960aa1fba914d6b;kilogram;polyaluminium chloride;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for rye grain;1.0;02b09b70496df18e9d6274438fc679f7;kilogram;rye grain;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1162;Rye, other;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for o-chlorobenzaldehyde;1.0;f7ecb3955ab532ffee12128d2de6412a;kilogram;o-chlorobenzaldehyde;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for dipropylene glycol monomethyl ether;1.0;7592b4a2772014f8073ad0482d43d879;kilogram;dipropylene glycol monomethyl ether;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for battery, Li-ion, LiMn2O4, rechargeable, prismatic;1.0;9b766978b5b04e886ae15900efb7e69c;kilogram;battery, Li-ion, LiMn2O4, rechargeable, prismatic;GLO;27200;Manufacture of batteries and accumulators;46420;Electric accumulators;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for isophthalic acid based unsaturated polyester resin;1.0;f7246260eab45ab3c87506e982b1e3e8;kilogram;isophthalic acid based unsaturated polyester resin;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34740;"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl es[…]";PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for lime, hydrated, loose weight;1.0;16df20c480f88cb7a2f27a335a2c5f04;kilogram;lime, hydrated, loose weight;RoW;23940;Manufacture of cement, lime and plaster;37420;Quicklime, slaked lime and hydraulic lime;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for flax husks;1.0;854e5671eb549292a80f1e1f268634b4;kilogram;flax husks;GLO;13110;Preparation and spinning of textile fibres;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for sodium nitrate, unrefined;1.0;1a9da562ab955a6e84c8b72cd1e93fb3;kilogram;sodium nitrate, unrefined;GLO;20120;Manufacture of fertilizers and nitrogen compounds;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for ferrochromium, high-carbon, 68% Cr;1.0;8829ffe4656e9ade9e4f8cf1e6230f69;kilogram;ferrochromium, high-carbon, 68% Cr;GLO;24100;Manufacture of basic iron and steel;41112;Ferro-manganese;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for glider, passenger car;1.0;e01f270d8d7c3b9db3939fc0cc27b05b;kilogram;glider, passenger car;GLO;29100;Manufacture of motor vehicles;46960;"Parts for the goods of subclasses 46910, 46921 and 46929; electrical parts n.e.c. of machinery or apparatus";MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for natural stone plate, polished;1.0;2e8ee9518e8f4e83687d9e1cd8568b05;kilogram;natural stone plate, polished;GLO;23960;Cutting, shaping and finishing of stone;37690;"Other worked monumental or building stone and articles thereof; other artificially coloured granules, chipping[…]";GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for neutralising agent, sodium hydroxide-equivalent;1.0;49e7e29fe8d585e2827bf8eb8b4ac221;kilogram;neutralising agent, sodium hydroxide-equivalent;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for chromium steel pipe;1.0;875d6b7361b90d6f1bdaf781c51d3ac6;kilogram;chromium steel pipe;GLO;24100;Manufacture of basic iron and steel;41280;Tubes, pipes and hollow profiles, of steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, board, softwood, raw, dried (u=10%);1.0;6acf5ebec1c9b2608349c40a18cf5729;cubic meter;sawnwood, board, softwood, raw, dried (u=10%);RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for ethylene;1.0;7c69d8d16174f2f1090de6862b1564f8;kilogram;ethylene;RoW;19200;Manufacture of refined petroleum products;33421;Ethylene, propylene, butylene, butadiene;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for sodium persulfate;1.0;8431a1b046d7fbb9e477334b512f76ee;kilogram;sodium persulfate;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark;1.0;71b62422c090becce21a0cf1cca884a3;cubic meter;sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for magnesium chloride, from hafnium sponge production;1.0;88f3a80f97d250998bbdb1fb71d3cdaa;kilogram;magnesium chloride, from hafnium sponge production;GLO;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for 1-propanol;1.0;fd0a584ab20d704adaade56edcccc55a;kilogram;1-propanol;GLO;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for bromopropane;1.0;29f41cba579ca70c42aa6ef889cc5045;kilogram;bromopropane;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for lubricating oil;1.0;d83acfba43458f2b1ace32123e313f79;kilogram;lubricating oil;RoW;19200;Manufacture of refined petroleum products;33380;Lubricants;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for tert-butyl amine;1.0;dd5dd245e75dc87e0219510c31f84652;kilogram;tert-butyl amine;GLO;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, beam, hardwood, dried (u=20%), planed;1.0;1c793ef5070bf904a9b5942014826747;cubic meter;sawnwood, beam, hardwood, dried (u=20%), planed;RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for glued solid timber;1.0;45f75757913743e095a46550e2b5c82c;cubic meter;glued solid timber;RoW;16210;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, beam, softwood, raw, dried (u=20%);1.0;b2223208f0b5785909ff8e3bb25bb84d;cubic meter;sawnwood, beam, softwood, raw, dried (u=20%);RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for petrol, 5% ethanol by volume from biomass;1.0;5cd8a353ecd01a0ab388a9cb195d8032;kilogram;petrol, 5% ethanol by volume from biomass;GLO;19200;Manufacture of refined petroleum products;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for meat and bone meal;1.0;61ca559a64688c9f7b0a90a4d269fc3e;kilogram;meat and bone meal;RoW;10100;Processing and preserving of meat;39110;Raw offal, inedible (including pigs' bristles, horse hair, animal guts, bird skins, feathers, bones and ivory);AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for bipyridylium-compound;1.0;c97f5eca2e11a0ac434d8d3d5fce732a;kilogram;bipyridylium-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for textile, knit cotton;1.0;94f0a61870d567d63a9617dfe8f0aea1;kilogram;textile, knit cotton;GLO;13910;Manufacture of knitted and crocheted fabrics;28190;Other knitted or crocheted fabrics;ProcBio;Textile
market activity;ecoinvent-3.9.1-cutoff;market for rye grain, organic;1.0;c0c5d5df67cf36b09bee2a1d370feb96;kilogram;rye grain, organic;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1162;Rye, other;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for manure, liquid, cattle;1.0;fa674d9626afef447abef586b0f5230c;kilogram;manure, liquid, cattle;GLO;1610;Support activities for crop production;34654;Excreta of animals useful for manure/fertilizer and fuel preparation;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for isoproturon;1.0;feae0dc7e3f6dac0a7511d106e600998;kilogram;isoproturon;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawlog and veneer log, paraná pine, measured as solid wood under bark;1.0;b97250cea52d4c3bd649d59e9141a6fc;cubic meter;sawlog and veneer log, paraná pine, measured as solid wood under bark;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for rice, non-basmati;1.0;f81bcc2aa5e8189a2159936982cc38b9;kilogram;rice, non-basmati;GLO;1120;Growing of rice;1130;Rice;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for wood chips, wet, measured as dry mass;1.0;a00da55ec426b4f1743ae9908d383ca4;kilogram;wood chips, wet, measured as dry mass;RoW;2200;Logging;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for silicon, solar grade;1.0;1df7aad9fc180c144b0950748ebe90be;kilogram;silicon, solar grade;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for trinexapac-ethyl;1.0;f85abba69e8f922cdb3fa44a849c9b91;kilogram;trinexapac-ethyl;GLO;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for barley grain, feed;1.0;86195da4fafcdfd13d423ada96fefb6c;kilogram;barley grain, feed;GLO;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for methyl formate;1.0;0b5eb5e614c3cb3366c96126356958ce;kilogram;methyl formate;GLO;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for polyvinylfluoride, dispersion;1.0;2c4cb0dd151eb24f9cdbf4d04cc32939;kilogram;polyvinylfluoride, dispersion;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for yarn, cotton;1.0;872ae9d2d262f9af18b2608d0e1f4687;kilogram;yarn, cotton;GLO;13110;Preparation and spinning of textile fibres;26360;Cotton yarn (other than sewing thread), containing 85% or more by weight of cotton;ProcBio;Textile
market activity;ecoinvent-3.9.1-cutoff;market for clay plaster;1.0;2488ce7a94c91359e04549a47457faf0;kilogram;clay plaster;GLO;23920;Manufacture of clay building materials;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for fluazifop-butyl;1.0;b92a1496974d5921579e7df8c7c969ea;kilogram;fluazifop-butyl;GLO;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for trawler, steel;1.0;18912be932c525aaffd980977a964693;kilogram;trawler, steel;GLO;3110;Marine fishing;49315;"Fishing vessels; factory ships and other vessels for processing or preserving fishery products";MachElecTrans;Transport vehicles
market activity;ecoinvent-3.9.1-cutoff;market for cork slab;1.0;fc161c75ac293b337cb3905853c73f20;kilogram;cork slab;RoW;2300;Gathering of non-wood forest products;31921;"Natural cork, debacked or roughly squared, or in blocks, plates, sheets or strip; crushed, granulated or groun[…]";ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for battery cell, Li-ion, NCA;1.0;a2634d3b6d27046ccb1d0af9c0384c64;kilogram;battery cell, Li-ion, NCA;GLO;27200;Manufacture of batteries and accumulators;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for lithium carbonate;1.0;98916038b56e9f9d8144eb118f5a0dd0;kilogram;lithium carbonate;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for propylene glycol, liquid;1.0;73af3e0b44a59173a69d0b0c78739f68;kilogram;propylene glycol, liquid;RoW;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sulfite pulp, bleached;1.0;869a2f2a8903e1426b70cbea55ba10ab;kilogram;sulfite pulp, bleached;GLO;17010;Manufacture of pulp, paper and paperboard;32112;Chemical wood pulp, other than dissolving grades;ProcBio;Pulp & paper
market activity;ecoinvent-3.9.1-cutoff;market for acrylic dispersion, with water, in 58% solution;1.0;8d312624d4928b40d0613fd662b39004;kilogram;acrylic dispersion, with water, in 58% solution state;RoW;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for folpet;1.0;ca123ffe7d9bc9f7062bb5e36479ea85;kilogram;folpet;GLO;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for polystyrene, expandable;1.0;20dfcb3fcac7e2fe995c18193c35ff9f;kilogram;polystyrene, expandable;GLO;20130;Manufacture of plastics and synthetic rubber in primary forms;34720;Polymers of styrene, in primary forms;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for polystyrene foam slab for perimeter insulation;1.0;3ec552673809c6c0b2a0fb13aaa627a6;kilogram;polystyrene foam slab for perimeter insulation;GLO;22200;Manufacture of plastics products;36300;Semi-manufactures of plastics;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for cement, unspecified;1.0;7eba4555668563087546d146e049957d;kilogram;cement, unspecified;RoW;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, hardwood, raw, dried (u=10%);1.0;b6f5dea381d6d63761267e3dc37baaa7;cubic meter;sawnwood, hardwood, raw, dried (u=10%);RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for sawlog and veneer log, softwood, debarked, measured as solid wood;1.0;b61440712c3adde79aef39372b0c8a3f;cubic meter;sawlog and veneer log, softwood, debarked, measured as solid wood;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for diphenylether-compound;1.0;77318fef8020d835fd3052d242959c7d;kilogram;diphenylether-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for wheat grain;1.0;5f62d9e0dd4e7ba569f608d32e97fdc6;kilogram;wheat grain;RoW;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1112;Wheat, other;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for inverter, for electric passenger car;1.0;946574db5d4abbccd83212f14c786f68;kilogram;inverter, for electric passenger car;GLO;27900;Manufacture of other electrical equipment;46130;Parts for the goods of classes 4611 and 4612;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for dichloromethane;1.0;d29f23158063dc97d4731f384167cbed;kilogram;dichloromethane;RoW;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for deinking emulsion, in paper production;1.0;f4df67e293d5b11892de52d8488aa409;kilogram;deinking emulsion, in paper production;RoW;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for inductor, low value multilayer chip;1.0;2ec3ac2ed5757a1cd0fbca2b1ca856eb;kilogram;inductor, low value multilayer chip;GLO;26100;Manufacture of electronic components and boards;47100;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for heavy water;1.0;14fdba12e9bad5e0f0ca4ff8be3645da;kilogram;heavy water;GLO;20290;Manufacture of other chemical products n.e.c.;34260;Isotopes n.e.c. and compounds thereof (including heavy water);Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for melon;1.0;74ef75bcb4332e7da92b0c1f1d6f8a2e;kilogram;melon;GLO;1130;Growing of vegetables and melons, roots and tubers;1229;Cantaloupes and other melons;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for natural gas, vented;1.0;f36892589470efa9b2e856c9e41a6fd7;cubic meter;natural gas, vented;GLO;6100;Extraction of crude petroleum;12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for cast iron;1.0;e6ba5991b1ecab06c9e5ebc33af41364;kilogram;cast iron;GLO;24100;Manufacture of basic iron and steel;41110;Primary materials of the iron and steel industry;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for dried roughage store, non ventilated;1.0;4d635ac04223c7ac10aa03a6fefb6411;cubic meter;dried roughage store, non ventilated;GLO;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market activity;ecoinvent-3.9.1-cutoff;market for solvent for paint;1.0;379e1d772d6bcf2ad8ed50deef291bb1;kilogram;solvent for paint;GLO;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for chlorotoluron;1.0;09fb0d2e110529896d2ee28f3ac80196;kilogram;chlorotoluron;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for ethephon;1.0;b6035e6be316772a9444f6b161da81b5;kilogram;ethephon;GLO;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for mustard;1.0;8a504ded4ce58593f455d0a5819c939b;kilogram;mustard;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1442;Mustard seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for coriander;1.0;087dfa6d07100c06dc1c645a8ac4f125;kilogram;coriander;GLO;1190;Growing of other non-perennial crops;1654;Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for gypsum fibreboard;1.0;60b72cd59889a73c2936c468c8627fbf;kilogram;gypsum fibreboard;GLO;23940;Manufacture of cement, lime and plaster;37530;Articles of plaster or of compositions based on plaster;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for triethyl amine;1.0;1ad5d1eb21ad18d19055fe34d6f94a6d;kilogram;triethyl amine;GLO;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for NOx retained, by selective catalytic reduction;1.0;8d1f644cfb4f2d1e4d69030fe28803e8;kilogram;NOx retained, by selective catalytic reduction;GLO;35100;Electric power generation, transmission and distribution;35499;Other chemical products n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for chemical, inorganic;1.0;314788525fb7ca3c3b5e00020416b469;kilogram;chemical, inorganic;GLO;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for light mortar;1.0;4c510add57849f1ee46af908db22a9ca;kilogram;light mortar;GLO;23940;Manufacture of cement, lime and plaster;37000;Glass and glass products and other non-metallic products n.e.c.;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for sodium sulfate, anhydrite;1.0;25d47ea413b0aa231026b5c31e293962;kilogram;sodium sulfate, anhydrite;RoW;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for aluminium sulfate, powder;1.0;305770a5cd853ebd8b6b640ee7529b2a;kilogram;aluminium sulfate, powder;RoW;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for fibre cement facing tile, small format;1.0;5576c54c5ad11729a0b23ea67777b747;kilogram;fibre cement facing tile, small format;GLO;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for straw, organic;1.0;e1d2a7d5751f8635806666d8964a3b60;kilogram;straw, organic;RoW;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1913;Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for ammonium bicarbonate;1.0;7b9fc672c256b4bf825fe423670daae2;kilogram;ammonium bicarbonate;RoW;20120;Manufacture of fertilizers and nitrogen compounds;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for paper, woodfree, uncoated;1.0;54f1c7cbc3547d041b94a049be49e07f;kilogram;paper, woodfree, uncoated;RoW;17010;Manufacture of pulp, paper and paperboard;32113;"Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood";ProcBio;Pulp & paper
market activity;ecoinvent-3.9.1-cutoff;market for urea ammonium nitrate mix;1.0;a2b60fb6ee8411c4fda6cef9a54bb2e0;kilogram;urea ammonium nitrate mix;RoW;20120;Manufacture of fertilizers and nitrogen compounds;34619;Other nitrogenous fertilizers and mixtures, n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for polystyrene foam slab;1.0;e136e2ce2bbc1c5276cbfcbadb81f3f1;kilogram;polystyrene foam slab;GLO;22200;Manufacture of plastics products;36300;Semi-manufactures of plastics;PlastRub;Plastics & rubber products
market activity;ecoinvent-3.9.1-cutoff;market for stone wool;1.0;5fe737e81e21b216773768cd3bf78013;kilogram;stone wool;GLO;23990;Manufacture of other non-metallic mineral products n.e.c.;37990;Non-metallic mineral products n.e.c. (including mineral wool, expanded mineral materials, worked mica, article[…];GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for steel, chromium steel 18/8, hot rolled;1.0;683f869780ee789d92d3b2a737534a44;kilogram;steel, chromium steel 18/8, hot rolled;GLO;24100;Manufacture of basic iron and steel;41122;Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
